"","Host","Accession","Description","Classification","Genome.Length..bp.","Jumbophage","molGC....","Molecule","Modification.Date","Number.CDS","Positive.Strand....","Negative.Strand....","Coding.Capacity...","Low.Coding.Capacity.Warning","tRNAs","Lowest.Taxa","Genus","Sub.family","Family","Order","Class","Phylum","Kingdom","Realm","Baltimore.Group","Genbank.Division","Isolation.Host..beware.inconsistent.and.nonsense.values.","gtdb_f","f_spor","newgtdb_Domain","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","fna"
"48","Bacillus","KJ489400","Bacillus phage Hoody T","Bacillus phage Hoody T Bastillevirus hoodyT Bastillevirus Bastillevirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",159837,FALSE,"38.014","DNA","24-SEP-2020",289,"75.7785467128028","24.2214532871972","92.3084141969632",NA,8,"Bastillevirus","Bastillevirus","Bastillevirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"49","Bacillus","MN176222","Bacillus phage 022DV001","Bacillus phage 022DV001 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",55479,FALSE,"44.163","DNA","30-JAN-2024",83,"89.1566265060241","10.8433734939759","91.6292651273455",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"50","Bacillus","AJ536073","Bacillus phage pGIL01","Bacillus phage pGIL01 Betatectivirus Bam35 Betatectivirus Tectiviridae Kalamavirales Tectiliviricetes Preplasmiviricota Bamfordvirae Varidnaviria Viruses",14931,FALSE,"39.729","DNA","15-AUG-2011",24,"100","0","85.7544705645972",NA,0,"Betatectivirus","Betatectivirus","Unclassified","Tectiviridae","Kalamavirales","Tectiliviricetes","Preplasmiviricota","Bamfordvirae","Varidnaviria","Group I","PHG","Bacillus thuringiensis serovar israelensis","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"51","Bacillus","MF360957","Bacillus phage PBS1","Bacillus phage PBS1 Takahashivirus PBS1 Takahashivirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",252197,TRUE,"27.710","DNA","15-OCT-2021",299,"63.2107023411371","36.7892976588629","89.8254142594876",NA,1,"Takahashivirus","Takahashivirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"52","Bacillus","MN857617","Bacillus phage SRT01hs","Bacillus phage SRT01hs Gaunavirus SRT01hs Gaunavirus Tatarstanvirinae Salasmaviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",20784,FALSE,"34.945","DNA","15-OCT-2021",32,"68.75","31.25","89.8816397228637",NA,0,"Gaunavirus","Gaunavirus","Tatarstanvirinae","Salasmaviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"53","Bacillus","KC699836","Bacillus phage SIOphi","Bacillus phage SIOphi Siophivirus SIOphi Siophivirus Bastillevirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",146698,FALSE,"39.019","DNA","07-MAY-2013",226,"22.5663716814159","77.4336283185841","87.584016142006",NA,0,"Siophivirus","Siophivirus","Bastillevirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus subtilis","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"54","Bacillus","KT070868","Bacillus phage PBC5","Bacillus phage PBC5 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",56332,FALSE,"40.256","DNA","30-JUN-2017",90,"92.2222222222222","7.77777777777778","89.9382233899027",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus cereus","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"55","Bacillus","EF583821","Bacillus phage 0305phi8-36","Bacillus phage 0305phi8-36 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",218948,TRUE,"41.795","DNA","14-DEC-2007",245,"38.3673469387755","61.6326530612245","94.7635968357784",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus thuringiensis","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"56","Bacillus","KP063903","Bacillus phage BalMu-1","Bacillus phage BalMu-1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",39861,FALSE,"42.726","DNA","31-OCT-2015",55,"96.3636363636364","3.63636363636364","92.0749604876947",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus alcalophilus CGMCC 1.3604","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"57","Bacillus","DQ840344","Bacillus phage 1","Bacillus phage 1 Svunavirus sv1 Svunavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",35055,FALSE,"44.850","DNA","16-NOV-2020",51,"88.2352941176471","11.7647058823529","89.1484809584938",NA,0,"Svunavirus","Svunavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus sp. 6k512","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"58","Bacillus","MH638312","Bacillus phage Kioshi","Bacillus phage Kioshi Caeruleovirus Bastillevirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",165676,FALSE,"39.481","DNA","01-SEP-2018",252,"84.5238095238095","15.4761904761905","90.1916994615998",NA,17,"Caeruleovirus","Caeruleovirus","Bastillevirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"59","Bacillus","MF288921","Bacillus phage OTooleKemple52","Bacillus phage OTooleKemple52 Bastillevirus Bastillevirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",161807,FALSE,"37.884","DNA","02-MAR-2018",286,"76.2237762237762","23.7762237762238","91.720382925337",NA,7,"Bastillevirus","Bastillevirus","Bastillevirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"60","Bacillus","KC595513","Bacillus phage Shanette","Bacillus phage Shanette Siminovitchvirus shanette Siminovitchvirus Spounavirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",138877,FALSE,"40.770","DNA","01-MAR-2016",201,"93.0348258706468","6.96517412935323","90.2935691295175",NA,2,"Siminovitchvirus","Siminovitchvirus","Spounavirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"61","Bacillus","KU831549","Bacillus phage vB_BsuP-Goe1","Bacillus phage vB_BsuP-Goe1 Beecentumtrevirus Goe1 Beecentumtrevirus Picovirinae Salasmaviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",18379,FALSE,"37.494","DNA","29-MAR-2016",24,"45.8333333333333","54.1666666666667","93.7591816747375",NA,0,"Beecentumtrevirus","Beecentumtrevirus","Picovirinae","Salasmaviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus subtilis","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"62","Bacillus","LC785692","Bacillus phage CM1","Bacillus phage CM1 Viruses",156598,FALSE,"39.674","DNA","11-NOV-2023",238,"17.6470588235294","82.3529411764706","90.8836639037536",NA,18,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","PHG","Bacilus cereus","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"63","Bacillus","KJ489399","Bacillus phage Hakuna","Bacillus phage Hakuna Wphvirus hakuna Wphvirus Bastillevirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",158100,FALSE,"38.696","DNA","24-SEP-2020",285,"76.140350877193","23.859649122807","92.9354838709677",NA,0,"Wphvirus","Wphvirus","Bastillevirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"64","Bacillus","KT626446","Bacillus phage phi4B1","Bacillus phage phi4B1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38663,FALSE,"35.892","DNA","23-SEP-2015",60,"88.3333333333333","11.6666666666667","86.6797713576287",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus thuringiensis 4B1","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"65","Bacillus","MW477480","Bacillus phage Whiting18","Bacillus phage Whiting18 Salasvirus PZA Salasvirus Picovirinae Salasmaviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",19548,FALSE,"39.636","DNA","08-FEB-2021",25,"44","56","91.2676488643339",NA,0,"Salasvirus","Salasvirus","Picovirinae","Salasmaviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"66","Bacillus","KC481682","Bacillus phage vB_BanS-Tsamsa","Bacillus phage vB_BanS-Tsamsa Tsamsavirus tsamsa Tsamsavirus Joanripponvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",168876,FALSE,"34.323","DNA","28-FEB-2014",267,"76.7790262172285","23.2209737827715","90.3947274923613",NA,21,"Tsamsavirus","Tsamsavirus","Joanripponvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus anthracis","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"67","Bacillus","KX190834","Bacillus phage BMBtpLA3","Bacillus phage BMBtpLA3 Lwoffvirus TP21 Lwoffvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",37385,FALSE,"37.796","DNA","20-JUL-2016",54,"98.1481481481482","1.85185185185185","85.6065266818243",NA,0,"Lwoffvirus","Lwoffvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus thuringiensis BGSC 4AE1","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"68","Bacillus","KX190833","Bacillus phage vB_BtS_BMBtp14","Bacillus phage vB_BtS_BMBtp14 Bembunaquatrovirus BMBtp14 Bembunaquatrovirus Skryabinvirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",50740,FALSE,"36.762","DNA","07-OCT-2016",74,"78.3783783783784","21.6216216216216","90.2542372881356",NA,0,"Bembunaquatrovirus","Bembunaquatrovirus","Skryabinvirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus thuringiensis BGSC 4AJ1","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"69","Bacillus","KC595512","Bacillus phage JL","Bacillus phage JL Siminovitchvirus JL Siminovitchvirus Spounavirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",137918,FALSE,"40.802","DNA","01-MAR-2016",198,"93.4343434343434","6.56565656565657","90.2130251308749",NA,2,"Siminovitchvirus","Siminovitchvirus","Spounavirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"70","Bacillus","MF422185","Bacillus phage BSP10","Bacillus phage BSP10 Nitunavirus Bastillevirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",153767,FALSE,"42.101","DNA","21-JAN-2018",233,"79.8283261802575","20.1716738197425","88.4350998588774",NA,4,"Nitunavirus","Nitunavirus","Bastillevirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus subtilis ATCC 15245","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"71","Bacillus","PP938272","Bacillus phage PHBA67-T","Bacillus phage PHBA67-T Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",63270,FALSE,"37.258","DNA","11-JUL-2024",84,"10.7142857142857","89.2857142857143","89.2982456140351",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus cereus","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"72","Bacillus","KP063902","Bacillus phage BalMu-1","Bacillus phage BalMu-1 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",39873,FALSE,"42.761","DNA","31-OCT-2015",55,"96.3636363636364","3.63636363636364","92.0547739071552",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus alcalophilus CGMCC 1.3604","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"73","Bacillus","OM982673","Bacillus phage SBSphiJ6","Bacillus phage SBSphiJ6 Nitunavirus Bastillevirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",153480,FALSE,"42.252","DNA","15-NOV-2022",246,"80.8943089430894","19.1056910569106","89.4983059682043",NA,5,"Nitunavirus","Nitunavirus","Bastillevirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus subtilis BEST7003","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"74","Bacillus","MN043730","Bacillus phage vB_BveM-Goe7","Bacillus phage vB_BveM-Goe7 Grisebachstrassevirus Bastillevirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",158674,FALSE,"41.842","DNA","29-JUL-2019",251,"82.8685258964143","17.1314741035857","89.3901962514338",NA,5,"Grisebachstrassevirus","Grisebachstrassevirus","Bastillevirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus velezensis FZB42","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"75","Bacillus","OM350011","Bacillus phage BillyBob","Bacillus phage BillyBob Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",165429,FALSE,"37.772","DNA","23-FEB-2022",289,"77.5086505190311","22.4913494809689","91.7668607076148",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"76","Bacillus","AY894696","Bacillus thuringiensis phage MZTP02","Bacillus thuringiensis phage MZTP02 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",15717,FALSE,"37.552","DNA","22-OCT-2008",22,"100","0","94.7509066615766",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"77","Bacillus","PP883967","Bacillus phage Jabberwock","Bacillus phage Jabberwock Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",164181,FALSE,"37.761","DNA","06-JUL-2024",285,"78.9473684210526","21.0526315789474","91.178029126391",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"78","Bacillus","HM072038","Bacillus phage phi105","Bacillus phage phi105 Spizizenvirus sv105 Spizizenvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",39318,FALSE,"42.673","DNA","23-SEP-2013",54,"83.3333333333333","16.6666666666667","92.6674805432626",NA,0,"Spizizenvirus","Spizizenvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus subtilis BGSC 1L32","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"79","Bacillus","MW749006","Bacillus phage vB_BspM_AgentSmith","Bacillus phage vB_BspM_AgentSmith Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",200233,TRUE,"37.033","DNA","20-JUL-2021",210,"84.2857142857143","15.7142857142857","92.7849055849935",NA,2,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"80","Bacillus","KX156152","Bacillus phage Smudge","Bacillus phage Smudge Wphvirus megatron Wphvirus Bastillevirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",162040,FALSE,"38.755","DNA","24-SEP-2020",290,"74.8275862068966","25.1724137931034","92.4975314737102",NA,0,"Wphvirus","Wphvirus","Bastillevirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus thuringiensis DSM-350","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"81","Bacillus","OK499979","Bacillus Phage vB_BanS_McSteamy","Bacillus Phage vB_BanS_McSteamy Wbetavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",39748,FALSE,"34.933","DNA","15-DEC-2021",56,"91.0714285714286","8.92857142857143","90.0271711784241",NA,0,"Wbetavirus","Wbetavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"82","Bacillus","OQ317942","Bacillus phage 0105phi7-2","Bacillus phage 0105phi7-2 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",52629,FALSE,"36.024","DNA","15-FEB-2023",84,"86.9047619047619","13.0952380952381","87.949609530867",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus thuringiensis","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"83","Bacillus","OL744111","Bacillus phage Arbo1","Bacillus phage Arbo1 Salasvirus PZA Salasvirus Picovirinae Salasmaviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",19362,FALSE,"39.696","DNA","17-JAN-2022",25,"44","56","92.1444065695693",NA,0,"Salasvirus","Salasvirus","Picovirinae","Salasmaviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"84","Bacillus","KJ676859","Bacillus phage JBP901","Bacillus phage JBP901 Caeruleovirus JBP901 Caeruleovirus Bastillevirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",159492,FALSE,"39.658","DNA","03-NOV-2015",229,"16.1572052401747","83.8427947598253","90.7456173350388",NA,20,"Caeruleovirus","Caeruleovirus","Bastillevirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Bacillus cereus ATCC 14579","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
"85","Bacillus","MF288917","Bacillus phage PPIsBest","Bacillus phage PPIsBest Wphvirus hakuna Wphvirus Bastillevirinae Herelleviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",162281,FALSE,"38.637","DNA","02-MAR-2018",293,"75.4266211604096","24.5733788395904","92.2547926128136",NA,0,"Wphvirus","Wphvirus","Bastillevirinae","Herelleviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified","Bacillaceae",TRUE,"Bacteria","Bacillota","Bacilli","Bacillales","fna"
