SubtiWiki,BSU_number,FuncId,FuncName1,FuncName2,FuncName3,FuncName4,FuncName5
appC,BSU11400,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
oppA,BSU11430,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
oppB,BSU11440,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
oppC,BSU11450,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
oppD,BSU11460,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
oppF,BSU11470,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yjkA,BSU12240,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yjkB,BSU12250,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
dppB,BSU12930,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
dppC,BSU12940,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
dppD,BSU12950,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
dppE,BSU12960,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ykfD,BSU13000,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
thiX,BSU13210,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
thiW,BSU13220,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
thiV,BSU13230,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
thiU,BSU13240,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yknU,BSU14320,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yknV,BSU14330,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yknW,BSU14340,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yknX,BSU14350,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yknY,BSU14360,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yknZ,BSU14370,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ykpA,BSU14430,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ylmA,BSU15340,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
sunT,BSU21470,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
artR,BSU23960,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
artQ,BSU23970,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
artP,BSU23980,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
pstBB,BSU24950,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
pstBA,BSU24960,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
pstA,BSU24970,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
pstC,BSU24980,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
pstS,BSU24990,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
glnQ,BSU27430,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
glnH,BSU27440,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
glnM,BSU27450,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
glnP,BSU27460,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
araQ,BSU28730,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
araP,BSU28740,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
araN,BSU28750,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
tcyN,BSU29340,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
tcyM,BSU29350,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
tcyL,BSU29360,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
tcyK,BSU29370,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
tcyJ,BSU29380,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ythQ,BSU30000,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ythP,BSU30010,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yteP,BSU30135,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytcQ,BSU30160,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytcP,BSU30170,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
msmE,BSU30270,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
amyD,BSU30280,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
amyC,BSU30290,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
bceB,BSU30370,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
bceA,BSU30380,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytrF,BSU30410,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytrE,BSU30420,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytrD,BSU30430,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytrC,BSU30440,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytrB,BSU30450,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytlA,BSU30595,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytlC,BSU30610,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ytlD,BSU30620,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
mntD,BSU30740,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
mntC,BSU30750,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
mntB,BSU30760,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
mntA,BSU30770,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
nupO,BSU31550,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
nupP,BSU31560,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
nupQ,BSU31570,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yurJ,BSU32550,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
frlM,BSU32580,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
frlN,BSU32590,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
frlO,BSU32600,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
sufC,BSU32710,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
metQ,BSU32730,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
metP,BSU32740,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
metN,BSU32750,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yusV,BSU32940,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvrA,BSU33160,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvrB,BSU33170,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvrC,BSU33180,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvrN,BSU33260,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvrO,BSU33270,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
fhuC,BSU33290,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
fhuG,BSU33300,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
fhuB,BSU33310,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
fhuD,BSU33320,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvgL,BSU33380,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvgM,BSU33390,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuBD,BSU33700,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuBC,BSU33710,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuBB,BSU33720,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuBA,BSU33730,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuCD,BSU33800,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuCC,BSU33810,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuCB,BSU33820,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
opuCA,BSU33830,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvfS,BSU34080,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yvfR,BSU34090,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ganQ,BSU34140,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ganP,BSU34150,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
cycB,BSU34160,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
mdxG,BSU34590,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
mdxF,BSU34600,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
mdxE,BSU34610,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
psdA,BSU34700,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
psdB,BSU34690,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
bmrA,BSU34820,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ftsX,BSU35250,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ftsE,BSU35260,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
tagH,BSU35700,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
tagG,BSU35710,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
rbsD,BSU35930,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
rbsA,BSU35940,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
rbsC,BSU35950,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
rbsB,BSU35960,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
ywjA,BSU37230,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxlG,BSU38650,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxlF,BSU38660,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
cydD,BSU38730,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
cydC,BSU38740,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
msmX,BSU38810,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxeO,BSU39480,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxeN,BSU39490,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxeM,BSU39500,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxeB,BSU39610,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxdM,BSU39630,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yxdL,BSU39640,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yydJ,BSU40140,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yydI,BSU40150,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yydH,BSU40160,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yybL,BSU40600,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yybK,BSU40610,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yybJ,BSU40620,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
yfmE,BSU07500,SW 1.2,Cellular processes,transporters,ABC transporters,NA,NA
murP,BSU01680,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
gamP,BSU02350,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
mtlA,BSU03981,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
mtlF,BSU03982,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
gmuB,BSU05810,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
gmuA,BSU05820,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
gmuC,BSU05830,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
nagP,BSU07700,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
treP,BSU07800,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
malP,BSU08200,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
manP,BSU12010,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
ptsG,BSU13890,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
ptsH,BSU13900,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
ptsI,BSU13910,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
fruA,BSU14400,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
ypqE,BSU22230,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
levG,BSU27040,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
levF,BSU27050,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
levE,BSU27060,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
levD,BSU27070,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
sacP,BSU38050,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
ywbA,BSU38390,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
sacX,BSU38410,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
licA,BSU38570,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
licC,BSU38580,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
licB,BSU38590,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
bglP,BSU39270,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
yyzE,BSU40120,SW 1.2,Cellular processes,transporters,phosphotransferase systems,NA,NA
cstA,BSU28710,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
glpT,BSU02140,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
glnT,BSU02420,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
ycbE,BSU02480,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
lmrB,BSU02670,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
lctP,BSU03060,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
mdr,BSU03070,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
putP,BSU03220,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
nasA,BSU03330,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yciB,BSU03350,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yclF,BSU03670,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
ycnJ,BSU03950,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
mntH,BSU04360,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
dctB,BSU04440,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
dctP,BSU04470,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
aseA,BSU05340,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
pbuE,BSU05800,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
gutP,BSU06160,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
iolT,BSU06230,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
gabP,BSU06310,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
pbuG,BSU06370,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
opuE,BSU06660,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yflS,BSU07570,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
citM,BSU07610,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
chaA,BSU07920,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yfjQ,BSU08000,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
tcyP,BSU09130,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
glpF,BSU09280,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
nhaC,BSU09680,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yhaU,BSU09850,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yhaT,BSU09860,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
trpP,BSU10010,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
gltT,BSU10220,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
yjmB,BSU12310,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
exuT,BSU12360,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
pit,BSU12840,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
steT,BSU12860,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
mgtE,BSU13300,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
ktrD,BSU13500,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
zosA,BSU13850,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
ktrC,BSU14510,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
pyrP,BSU15480,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
cysP,BSU15580,SW 1.2,Cellular processes,transporters,transporters/ other,NA,NA
