"","gene_id.uniref90","gene_id.ko","gene_description","module","sheet","header","subheader","potential_amg","strain","dan.source","From","Reviewed","Protein names","Gene Names","Annotation","Keywords","PubMed ID","Gene Names (ORF)","KEGG","eggNOG","RefSeq","CAZy","BRENDA","OrthoDB","Pfam","InterPro","BioCyc","UniPathway","uniprot.source","FinalID"
"73","A9VJM6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A9VJM6","reviewed","Small, acid-soluble spore protein I (SASP I)","sspI BcerKBAB4_4394",1,"Sporulation","17434157","","bwe:BcerKBAB4_4394;","ENOG5032YQ7;","WP_000009511.1;","","","","PF14098;","IPR017525;","","","ML","A9VJM6"
"74","A9VN61",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A9VN61","reviewed","Putative septation protein SpoVG (Stage V sporulation protein G)","spoVG BcerKBAB4_0043",2,"Cell cycle;Cell division;Septation;Sporulation","17434157","","bwe:BcerKBAB4_0043;","COG2088;","WP_000454042.1;","","","","PF04026;","IPR007170;IPR036751;","","","ML","A9VN61"
"75","A9VNW3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A9VNW3","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO BcerKBAB4_3303",2,"Sporulation","17434157","","bwe:BcerKBAB4_3303;","","WP_002033549.1;","","","","PF08175;","IPR012613;","","","ML","A9VNW3"
"76","A9VSR6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A9VSR6","reviewed","Small, acid-soluble spore protein K (SASP K)","sspK BcerKBAB4_0436",2,"Sporulation","17434157","","bwe:BcerKBAB4_0436;","","WP_002125059.1;","","","","PF08176;","IPR012611;","","","ML","A9VSR6"
"77","A9VUC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A9VUC4","reviewed","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","tgl BcerKBAB4_3789",2,"Acyltransferase;Sporulation;Transferase","17434157","","bwe:BcerKBAB4_3789;","ENOG502Z8C5;","WP_002014859.1;","","","","PF20085;","IPR020916;","","","ML","A9VUC4"
"78","B0K150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B0K150","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB Teth514_1558",4,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","","","tex:Teth514_1558;","","WP_003868002.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;IPR003594;","","","ML","B0K150"
"79","B0K9G3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B0K9G3","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB Teth39_1121",4,"ATP-binding;Kinase;Nucleotide-binding;Reference proteome;Serine/threonine-protein kinase;Sporulation;Transferase","","","tpd:Teth39_1121;","COG2172;","WP_003868002.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;IPR003594;","","","ML","B0K9G3"
"80","B1HVK6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1HVK6","reviewed","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","hpr Bsph_0398",2,"DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation","18296527","","lsp:Bsph_0398;","","WP_008173331.1;","","","","PF01047;","IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;","","","ML","B1HVK6"
"81","B1YK88",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1YK88","reviewed","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","hpr Exig_0688",2,"DNA-binding;Reference proteome;Repressor;Sporulation;Transcription;Transcription regulation","","","esi:Exig_0688;","COG1846;","WP_012369593.1;","","","2393954at2;","PF01047;","IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;","","","ML","B1YK88"
"82","B2TLY1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2TLY1","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB CLL_A0875",4,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","","","cbk:CLL_A0875;","","","","","","PF13581;","IPR050267;IPR010194;IPR036890;IPR003594;","","","ML","B2TLY1"
"83","B2V2G9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2V2G9","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB CLH_0842",4,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","","","cbt:CLH_0842;","","WP_012450152.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;IPR003594;","","","ML","B2V2G9"
"84","B7GI77",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7GI77","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO Aflv_1493",2,"Sporulation","19014707","","afl:Aflv_1493;","ENOG5033BZS;","WP_004890592.1;","","","","PF08175;","IPR012613;","","","ML","B7GI77"
"85","B7GKG6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7GKG6","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB Aflv_1003",4,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","19014707","","afl:Aflv_1003;","COG2172;","WP_004889709.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;IPR003594;","","","ML","B7GKG6"
"86","B7GKT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7GKT2","reviewed","Small, acid-soluble spore protein N (SASP N)","sspN Aflv_1370",2,"Sporulation","19014707","","afl:Aflv_1370;","ENOG5033HHC;","WP_006318598.1;","","","","PF08177;","IPR012612;","","","ML","B7GKT2"
"87","B7H546",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7H546","reviewed","Chromosome-anchoring protein RacA","racA BCB4264_A2269",2,"Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation","","","bcb:BCB4264_A2269;","","WP_000456023.1;","","","","","IPR023522;","","","ML","B7H546"
"88","B7H6V0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7H6V0","reviewed","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","tgl BCB4264_A4066",2,"Acyltransferase;Sporulation;Transferase","","","bcb:BCB4264_A4066;","","WP_000635337.1;","","","","PF20085;","IPR020916;","","","ML","B7H6V0"
"89","B7H965",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7H965","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB BCB4264_A4183",4,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","","","bcb:BCB4264_A4183;","","WP_001243398.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;IPR003594;","","","ML","B7H965"
"90","B7H9R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7H9R2","reviewed","Small, acid-soluble spore protein K (SASP K)","sspK BCB4264_A0522",2,"Sporulation","","","bcb:BCB4264_A0522;","","WP_000517891.1;","","","","PF08176;","IPR012611;","","","ML","B7H9R2"
"91","B7HAY0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7HAY0","reviewed","Small, acid-soluble spore protein Tlp","tlp BCB4264_A3716",1,"Sporulation","","","bcb:BCB4264_A3716;","","WP_001133511.1;","","","","PF19824;","IPR017524;","","","ML","B7HAY0"
"92","B7HAY1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7HAY1","reviewed","Small, acid-soluble spore protein N (SASP N)","sspN BCB4264_A3717",2,"Sporulation","","","bcb:BCB4264_A3717;","","WP_000527987.1;","","","","PF08177;","IPR012612;","","","ML","B7HAY1"
"93","B7HC95",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7HC95","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO BCB4264_A3725",2,"Sporulation","","","bcb:BCB4264_A3725;","","WP_000518057.1;","","","","PF08175;","IPR012613;","","","ML","B7HC95"
"94","B7HG19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7HG19","reviewed","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","hpr BCB4264_A1081",2,"DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation","","","bcb:BCB4264_A1081;","","WP_000834924.1;","","","","PF01047;","IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;","","","ML","B7HG19"
"95","B7HIL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7HIL6","reviewed","Putative septation protein SpoVG (Stage V sporulation protein G)","spoVG BCB4264_A0053",2,"Cell cycle;Cell division;Septation;Sporulation","","","bcb:BCB4264_A0053;","","WP_000454041.1;","","","","PF04026;","IPR007170;IPR036751;","","","ML","B7HIL6"
"96","B7HME8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7HME8","reviewed","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","tgl BCAH187_A4082",2,"Acyltransferase;Sporulation;Transferase","","","bcr:BCAH187_A4082;","","","","","","PF20085;","IPR020916;","","","ML","B7HME8"
"97","B7HN53",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7HN53","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB BCAH187_A4206",4,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","","","bcr:BCAH187_A4206;","","","","","","PF13581;","IPR050267;IPR010194;IPR036890;IPR003594;","","","ML","B7HN53"
"98","B7HPV9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7HPV9","reviewed","Putative septation protein SpoVG (Stage V sporulation protein G)","spoVG BCAH187_A0057",2,"Cell cycle;Cell division;Septation;Sporulation","","","bcr:BCAH187_A0057;","","","","","","PF04026;","IPR007170;IPR036751;","","","ML","B7HPV9"
"99","B7HQ80",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7HQ80","reviewed","Chromosome-anchoring protein RacA","racA BCAH187_A2396",2,"Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation","","","bcr:BCAH187_A2396;","","","","","","","IPR023522;","","","ML","B7HQ80"
"100","B7HRK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7HRK4","reviewed","Small, acid-soluble spore protein I (SASP I)","sspI BCAH187_A4689",1,"Sporulation","","","bcr:BCAH187_A4689;","","","","","","PF14098;","IPR017525;","","","ML","B7HRK4"
"101","B7HU54",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7HU54","reviewed","Small, acid-soluble spore protein K (SASP K)","sspK BCAH187_A0575",2,"Sporulation","","","bcr:BCAH187_A0575;","","","","","","PF08176;","IPR012611;","","","ML","B7HU54"
"102","B7HZH8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7HZH8","reviewed","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","hpr BCAH187_A1210",2,"DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation","","","bcr:BCAH187_A1210;","","","","","","PF01047;","IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;","","","ML","B7HZH8"
"103","B7I056",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7I056","reviewed","Small, acid-soluble spore protein Tlp","tlp BCAH187_A3634",1,"Sporulation","","","bcr:BCAH187_A3634;","","","","","","PF19824;","IPR017524;","","","ML","B7I056"
"104","B7I057",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7I057","reviewed","Small, acid-soluble spore protein N (SASP N)","sspN BCAH187_A3635",2,"Sporulation","","","bcr:BCAH187_A3635;","","","","","","PF08177;","IPR012612;","","","ML","B7I057"
"105","B7I063",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7I063","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO BCAH187_A3641",2,"Sporulation","","","bcr:BCAH187_A3641;","","","","","","PF08175;","IPR012613;","","","ML","B7I063"
"106","B7IJW2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7IJW2","reviewed","Small, acid-soluble spore protein I (SASP I)","sspI BCG9842_B0565",1,"Sporulation","","","bcg:BCG9842_B0565;","","WP_000009509.1;","","","","PF14098;","IPR017525;","","","ML","B7IJW2"
"107","B7IKC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7IKC1","reviewed","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","hpr BCG9842_B4223",2,"DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation","","","bcg:BCG9842_B4223;","","WP_000834924.1;","","","","PF01047;","IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;","","","ML","B7IKC1"
"108","B7IRQ5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7IRQ5","reviewed","Small, acid-soluble spore protein N (SASP N)","sspN BCG9842_B1599",2,"Sporulation","","","bcg:BCG9842_B1599;","","WP_000527987.1;","","","","PF08177;","IPR012612;","","","ML","B7IRQ5"
"109","B7ISF6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7ISF6","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO BCG9842_B1592",2,"Sporulation","","","bcg:BCG9842_B1592;","","WP_000518060.1;","","","","PF08175;","IPR012613;","","","ML","B7ISF6"
"110","B7ISV8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7ISV8","reviewed","Putative septation protein SpoVG (Stage V sporulation protein G)","spoVG BCG9842_B5263",2,"Cell cycle;Cell division;Septation;Sporulation","","","bcg:BCG9842_B5263;","","WP_000454041.1;","","","","PF04026;","IPR007170;IPR036751;","","","ML","B7ISV8"
"111","B7IVK0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7IVK0","reviewed","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","tgl BCG9842_B1174",2,"Acyltransferase;Sporulation;Transferase","","","bcg:BCG9842_B1174;","","WP_000635339.1;","","","","PF20085;","IPR020916;","","","ML","B7IVK0"
"112","B7IW10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7IW10","reviewed","Small, acid-soluble spore protein K (SASP K)","sspK BCG9842_B4802",2,"Sporulation","","","bcg:BCG9842_B4802;","","WP_000517891.1;","","","","PF08176;","IPR012611;","","","ML","B7IW10"
"113","B7IWI6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7IWI6","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB BCG9842_B1055",4,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","","","bcg:BCG9842_B1055;","","WP_001243398.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;IPR003594;","","","ML","B7IWI6"
"114","B7JCX5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7JCX5","reviewed","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","hpr BCAH820_1122",2,"DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation","","","bcu:BCAH820_1122;","","WP_000834918.1;","","","","PF01047;","IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;","","","ML","B7JCX5"
"115","B7JI37",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7JI37","reviewed","Small, acid-soluble spore protein Tlp","tlp BCAH820_3619",1,"Sporulation","","","bcu:BCAH820_3619;","","WP_001133509.1;","","","","PF19824;","IPR017524;","","","ML","B7JI37"
"116","B7JI38",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7JI38","reviewed","Small, acid-soluble spore protein N (SASP N)","sspN BCAH820_3620",2,"Sporulation","","","bcu:BCAH820_3620;","","WP_000527987.1;","","","","PF08177;","IPR012612;","","","ML","B7JI38"
"117","B7JI46",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7JI46","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO BCAH820_3628",2,"Sporulation","","","bcu:BCAH820_3628;","","WP_000518052.1;","","","","PF08175;","IPR012613;","","","ML","B7JI46"
"118","B7JK55",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7JK55","reviewed","Putative septation protein SpoVG (Stage V sporulation protein G)","spoVG BCAH820_0054",2,"Cell cycle;Cell division;Septation;Sporulation","","","bcu:BCAH820_0054;","","WP_000454041.1;","","","","PF04026;","IPR007170;IPR036751;","","","ML","B7JK55"
"119","B7JKT7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7JKT7","reviewed","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","tgl BCAH820_3978",2,"Acyltransferase;Sporulation;Transferase","","","bcu:BCAH820_3978;","","WP_000635328.1;","","","","PF20085;","IPR020916;","","","ML","B7JKT7"
"120","B7JLS6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7JLS6","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB BCAH820_4095",4,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","","","bcu:BCAH820_4095;","","WP_001243400.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;IPR003594;","","","ML","B7JLS6"
"121","B7JML4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7JML4","reviewed","Chromosome-anchoring protein RacA","racA BCAH820_2312",2,"Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation","","","bcu:BCAH820_2312;","","WP_000456010.1;","","","","","IPR023522;","","","ML","B7JML4"
"122","B7JNF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7JNF2","reviewed","Small, acid-soluble spore protein K (SASP K)","sspK BCAH820_0500",2,"Sporulation","","","bcu:BCAH820_0500;","","WP_000517891.1;","","","","PF08176;","IPR012611;","","","ML","B7JNF2"
"123","B7JR69",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B7JR69","reviewed","Small, acid-soluble spore protein I (SASP I)","sspI BCAH820_4677",1,"Sporulation","","","bcu:BCAH820_4677;","","WP_000009513.1;","","","","PF14098;","IPR017525;","","","ML","B7JR69"
"124","B9E5R9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9E5R9","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB CKR_2793",4,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","","","ckr:CKR_2793;","","WP_012103498.1;","","","","PF13581;","IPR050267;IPR010194;IPR036890;IPR003594;","","","ML","B9E5R9"
"125","B9IT66",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9IT66","reviewed","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","hpr BCQ_1118",2,"DNA-binding;Repressor;Sporulation;Transcription;Transcription regulation","19060151","","bcq:BCQ_1118;","","","","","","PF01047;","IPR000835;IPR023488;IPR039422;IPR023187;IPR036388;IPR036390;","","","ML","B9IT66"
"126","B9IUC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9IUC0","reviewed","Small, acid-soluble spore protein Tlp","tlp BCQ_3402",1,"Sporulation","19060151","","bcq:BCQ_3402;","","","","","","PF19824;","IPR017524;","","","ML","B9IUC0"
"127","B9IUC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9IUC1","reviewed","Small, acid-soluble spore protein N (SASP N)","sspN BCQ_3403",2,"Sporulation","19060151","","bcq:BCQ_3403;","","","","","","PF08177;","IPR012612;","","","ML","B9IUC1"
"128","B9IUC7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9IUC7","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO BCQ_3409",2,"Sporulation","19060151","","bcq:BCQ_3409;","","","","","","PF08175;","IPR012613;","","","ML","B9IUC7"
"129","B9IW43",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9IW43","reviewed","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","tgl BCQ_3752",2,"Acyltransferase;Sporulation;Transferase","19060151","","bcq:BCQ_3752;","","","","","","PF20085;","IPR020916;","","","ML","B9IW43"
"130","B9IWT7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9IWT7","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB BCQ_3864",4,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","19060151","","bcq:BCQ_3864;","","","","","","PF13581;","IPR050267;IPR010194;IPR036890;IPR003594;","","","ML","B9IWT7"
"131","B9IZT9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9IZT9","reviewed","Chromosome-anchoring protein RacA","racA BCQ_2223",2,"Cell cycle;Cell division;Chromosome partition;Coiled coil;Cytoplasm;DNA-binding;Sporulation","19060151","","bcq:BCQ_2223;","","","","","","","IPR023522;","","","ML","B9IZT9"
"132","B9J065",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9J065","reviewed","Small, acid-soluble spore protein I (SASP I)","sspI BCQ_4369",1,"Sporulation","19060151","","bcq:BCQ_4369;","","","","","","PF14098;","IPR017525;","","","ML","B9J065"
"133","B9J2V0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B9J2V0","reviewed","Small, acid-soluble spore protein K (SASP K)","sspK BCQ_0547",2,"Sporulation","19060151","","bcq:BCQ_0547;","","","","","","PF08176;","IPR012611;","","","ML","B9J2V0"
"134","C0H3P8",NA,"ytrH;sporulation membrane protein YtrH","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","C0H3P8","reviewed","Sporulation membrane protein YtrH","ytrH spoVIGA BSU29239",3,"Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","9384377; 12662922; 15547282","","bsu:BSU29239;","ENOG50330BE;","WP_003229410.1;YP_003097771.1;","","","2381692at2;","PF14034;","IPR025689;","BSUB:BSU29239-MONOMER;","","ML","C0H3P8"
"135","C0H3Q2",NA,"ytzL;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","C0H3Q2","reviewed","Uncharacterized protein YtzL","ytzL BSU30739",1,"Reference proteome","9384377; 19383706","","bsu:BSU30739;","ENOG5032YFR;","WP_003229069.1;YP_003097775.1;","","","1681234at2;","PF07561;","IPR011437;","BSUB:BSU30739-MONOMER;","","ML","C0H3Q2"
"136","C0H3Q4",NA,"yuzI;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","C0H3Q4","reviewed","Uncharacterized membrane protein YuzI","yuzI BSU31319",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU31319;","ENOG5030D00;","WP_003243434.1;YP_003097777.1;","","","2883716at2;","","","BSUB:BSU31319-MONOMER;","","ML","C0H3Q4"
"137","C0H3R0",NA,"yuzL;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","C0H3R0","reviewed","Uncharacterized protein YuzL","yuzL BSU32849",1,"Reference proteome","9384377","","bsu:BSU32849;","","WP_003228571.1;YP_003097783.1;","","","2931175at2;","PF14115;","IPR025625;","BSUB:BSU32849-MONOMER;","","ML","C0H3R0"
"138","C0H3R1",NA,"yuzM;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","C0H3R1","reviewed","Uncharacterized protein YuzM","yuzM BSU32859",1,"Reference proteome","9384377","","bsu:BSU32859;","ENOG5032Y7E;","WP_003228567.1;YP_003097784.1;","","","1799385at2;","","","BSUB:BSU32859-MONOMER;","","ML","C0H3R1"
"139","C0H3W2",NA,"ydzR;spore germination protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","C0H3W2","reviewed","Spore germination protein-like protein YdzR","ydzR BSU05529",1,"Reference proteome","9384377","","bsu:BSU05529;","","WP_003244212.1;YP_003097687.1;","","","2914746at2;","PF10676;","IPR019618;","BSUB:BSU05529-MONOMER;","","ML","C0H3W2"
"140","C0H3X3",NA,"yezF;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","C0H3X3","reviewed","Uncharacterized membrane protein YezF","yezF BSU06559",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9384377","","bsu:BSU06559;","","WP_003233931.1;YP_003097691.1;","","","5405951at2;","PF11127;","IPR021309;","BSUB:BSU06559-MONOMER;","","ML","C0H3X3"
"141","C0H3X8",NA,"ygzC;spore coat protein F","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","C0H3X8","reviewed","Spore coat protein F-like protein YgzC","ygzC BSU08779",1,"Reference proteome;Sporulation","9384377","","bsu:BSU08779;","COG5577;","WP_010886449.1;YP_003097696.1;","","","2939798at2;","PF07875;","IPR012851;","BSUB:BSU08779-MONOMER;","","ML","C0H3X8"
