gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0052	37295	30438	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-7.997387866717533e+55	4211	2729.0	0.615	0.0	p43110 VI_00473	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	4211	PHANOTATE_1.5.1	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0053	38032	37349	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-17173452.57308098	27819	274.0	0.663	1.763e-85	p43109 VI_00473	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	27819	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0054	38566	38114	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-7934.0909556092	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0055	38906	39082	+	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-83.8072765904099	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0056	39137	39793	+	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-85175.50989133073	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0057	39927	40298	+	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-2395.4222976185815	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0058	41335	40301	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-5477101299.806381	1	48.0	0.182	2.367e-07	p428256 VI_04636	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1	PHANOTATE_1.5.1	CDS	#fea328	integrase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0059	41705	41316	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-1246.2234916230336	19892	263.0	0.973	7.459e-83	NC_029073_p27	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	19892	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0060	42219	41719	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-1462606.336619264	7383	184.0	0.549	1.018e-54	p279345 VI_05260	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	7383	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0061	42460	42269	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-97.72492874460804	134	45.0	0.536	6.922e-09	p133822 VI_05051	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	134	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0062	42807	42457	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-1621.7755507737504	1766	76.0	0.466	1.446e-18	NC_003291_p18	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	1766	PHANOTATE_1.5.1	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0063	44035	42818	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-1632367542.1356542	3285	370.0	0.498	1.136e-113	p29392 VI_04841	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	3285	PHANOTATE_1.5.1	CDS	#07e9a2	minor tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0064	44396	44037	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-462.371678748049	27434	289.0	1.0	1.335e-92	KY030782_p35	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	27434	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0065	44684	44457	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-161.4414590896425	26023	195.0	1.0	8.599999999999999e-61	KY030782_p36	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	26023	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0066	45193	44684	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-225.36356879580688	22551	409.0	1.0	1.488e-132	KY030782_p37	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	22551	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0067	46110	45313	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-10828230.706987383	2729	182.0	0.416	2.097e-52	MF547663_p13	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	2729	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0068	46863	46153	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-1396832.24255856	4051	161.0	0.405	9.491e-46	p148116 VI_05341	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	4051	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0069	47366	46860	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-1543.4445236501645	9587	292.0	0.853	2.433e-92	NC_029119_p45	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	9587	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0070	48013	47363	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-666271.3728978839	24208	549.0	1.0	1.218e-180	p43094 VI_00473	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	24208	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0071	48251	47997	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-1476.9599567548269	25075	205.0	1.0	4.9860000000000004e-64	NC_001884_p49	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	25075	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0072	48643	48248	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-8543.56366927165	14090	271.0	0.973	6.078e-86	p43092 VI_00473	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	14090	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0073	49128	48658	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-40234.19252824581	13303	277.0	0.811	3.138e-87	p22459 VI_12484	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	13303	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0074	50180	49164	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-5539797964.807781	12438	728.0	1.0	2.81e-240	p43090 VI_00473	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	12438	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0075	50755	50219	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-517400.5250411085	12284	343.0	0.906	7.472e-110	p68619 VI_05782	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	12284	PHANOTATE_1.5.1	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0076	52216	50780	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-19567480436287.37	3313	223.0	0.487	2.658e-64	KY554777_p169	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	3313	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0077	53767	52247	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-4701171308911.545	2739	287.0	0.363	3.48e-85	MF547663_p3	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	2739	PHANOTATE_1.5.1	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0078	55554	53785	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-7949870149373888.0	26582	201.0	0.397	5.2770000000000005e-58	p45552 VI_05038	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	26582	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0079	56461	55541	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-7250845661.130008	3314	305.0	0.569	1.1369999999999999e-94	MF547663_p1	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	3314	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0080	57064	56564	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-227552.52360622847	31869	416.0	1.0	1.1759999999999999e-135	NC_001884_p58	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	31869	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0081	57029	57130	+	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-0.5733477063632899	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0082	57213	57320	+	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-1.8130336766804611	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0083	57283	57693	+	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-193414.4982356605	28670	334.0	1.0	6.468e-108	NC_001884_p59	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	28670	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0084	58944	57727	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-357889991004.04706	284	150.0	0.29	6.403e-40	NC_021330_p34	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	284	PHANOTATE_1.5.1	CDS	#ffdf59	exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0085	59152	58961	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-1511.4613663620444	8651	105.0	0.781	1.871e-29	p32626 VI_04554	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	8651	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0086	59365	59174	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-0.4338869330402983	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0087	59640	59437	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-0.7155377976323531	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0088	59884	59783	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-0.0643844549805808	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0089	60106	59906	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-0.50924800316617	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0090	60273	60103	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-1.2108864300347966	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0091	60344	60442	+	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-0.0688100428284464	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0092	60794	60648	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-0.1349638442700904	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	61112	60834	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-2587.343928781731	379	110.0	0.586	2.7640000000000003e-30	KY554777_p175	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	379	PHANOTATE_1.5.1	CDS	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0094	61327	61214	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-0.2035919665554981	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0095	63875	61356	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-1.56644598821139e+20	8308	1300.0	0.762	0.0	p27975 VI_00883	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	8308	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0096	64109	63915	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-2612.7561435665866	20387	154.0	1.0	9.63e-47	p27976 VI_00883	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	20387	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0097	64300	64184	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-1.2458330986559516	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0098	64506	64667	+	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-0.1085619982340424	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0099	65062	65388	+	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-1907.081871216332	2439	52.0	0.456	1.941e-08	p298790 VI_12393	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	2439	PHANOTATE_1.5.1	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0100	65503	66114	+	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-362448.97279295017	3727	125.0	0.385	5.1020000000000006e-34	p84700 VI_00594	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	3727	PHANOTATE_1.5.1	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0101	66174	66284	+	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-0.2621343249336423	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0102	66550	66455	-	NC_001884.1_Bacillus_phage_SPBc2_complete_genome	-0.0584402788291393	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	PHANOTATE_1.5.1	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
