target	query	e-value	score	length	start	end	hmmDB
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_42	pVOG6522	4.3e-117	386.0	241	1	225	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_43	pVOG8590	1.2e-46	153.2	83	2	82	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_44	pVOG4084	7e-27	89.8	140	37	124	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_45	pVOG10064	4.2e-49	161.1	79	4	78	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_46	pVOG7748	7.6e-73	239.2	161	1	128	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_48	pVOG0051	1.6e-148	492.5	548	4	541	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_50	pVOG0052	2.4e-35	75.3	232	14	120	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_51	pVOG6304	3.4e-42	140.0	121	4	120	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_52	pVOG5206	3.7e-56	187.4	315	4	307	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_53	pVOG5070	1.9e-227	752.3	438	8	437	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_54	pVOG4868	1.5e-31	99.0	550	12	537	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_55	pVOG0058	2e-57	191.0	296	56	287	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_56	pVOG7749	2.2e-36	120.1	58	1	57	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_57	pVOG4724	2.2e-71	236.7	244	30	243	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_58	pVOG0088	1.3e-167	555.9	757	23	755	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_59	pVOG4562	4.6e-80	265.7	347	11	345	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_62	pVOG7750	6.9e-54	178.8	139	1	136	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_63	pVOG4556	1.6e-95	316.7	508	53	489	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_64	pVOG4568	1.9e-36	122.2	254	3	245	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_65	pVOG0114	2.9e-43	144.8	245	3	244	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_66	pVOG0061	1.2e-164	544.5	469	14	462	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_67	pVOG7751	7.3e-69	226.0	120	1	119	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_68	pVOG0064	1.2e-82	273.8	245	14	244	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_69	pVOG0065	3.5e-67	223.0	240	13	238	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_70	pVOG0116	1.8e-42	141.3	213	13	211	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_71	pVOG0117	2.7e-74	246.8	286	1	284	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_73	pVOG0067	3.2e-163	540.8	572	1	565	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_74	pVOG0068	1e-55	184.1	138	1	137	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_75	pVOG7232	6.9e-70	229.8	140	1	139	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_78	pVOG4613	3.9e-198	399.4	723	1	325	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_78	pVOG4724	2.2e-23	78.7	723	595	718	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_78	pVOG4613	3.9e-198	266.6	723	321	593	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_79	pVOG2278	1.9e-109	363.4	352	4	315	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_80	pVOG4717	2.1e-75	250.0	230	58	227	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_81	pVOG7752	1.3e-110	364.6	232	5	222	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_82	pVOG4550	1.2e-23	79.7	219	16	203	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_83	pVOG4691	4.9e-59	196.8	348	1	345	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_84	pVOG10983	1.3e-234	774.7	363	1	362	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_85	pVOG0079	7.1e-51	169.3	169	1	168	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_86	pVOG0080	6.3e-249	532.6	1130	284	941	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_86	pVOG0080	6.3e-249	62.6	1130	2	73	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_86	pVOG0080	6.3e-249	162.1	1130	69	265	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_86	pVOG0080	6.3e-249	83.5	1130	949	1127	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_87	pVOG4025	4.8e-18	60.3	71	1	68	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_90	pVOG4868	1.2e-172	572.3	697	43	696	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_92	pVOG10065	3.4e-46	151.8	68	1	67	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_93	pVOG0048	7.7e-157	520.2	602	2	601	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_94	pVOG0641	4.6e-47	155.8	160	12	148	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_96	pVOG0703	1.1e-22	77.0	121	1	115	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_97	pVOG4548	4.3e-71	236.3	528	104	525	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_98	pVOG7233	2.3e-127	420.3	281	25	280	PVOG
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_99	pVOG0025	5e-33	112.0	457	91	448	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_1	pVOG0051	2e-118	393.1	390	5	385	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_105	pVOG5666	7.9e-36	119.0	179	1	110	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_107	pVOG10256	3.5e-32	107.0	59	1	55	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_117	pVOG7810	9.6e-46	150.4	76	1	74	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_119	pVOG0043	4.2e-69	228.4	257	7	250	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_121	pVOG10062	4.2e-20	68.4	102	1	97	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_123	pVOG10066	4.8e-39	129.2	101	1	92	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_126	pVOG11011	3.8e-47	155.5	141	7	135	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_138	pVOG6140	1.7e-39	130.5	93	1	92	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_139	pVOG0103	1.8e-52	173.5	157	5	153	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_140	pVOG5148	1.1e-105	348.9	318	3	244	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_142	pVOG0102	3e-36	120.5	92	1	91	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_143	pVOG6512	3.4e-39	129.3	96	4	94	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_149	pVOG0101	7.8e-84	276.7	207	2	204	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_151	pVOG5860	4e-55	183.0	183	2	177	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_152	pVOG5720	3e-109	362.7	362	1	355	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_155	pVOG0100	4.8e-279	924.6	844	3	837	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_159	pVOG0098	1.4e-44	149.0	182	1	178	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_160	pVOG6523	1.1e-42	141.0	110	1	109	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_161	pVOG0018	5.4e-67	222.9	424	16	422	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_163	pVOG0028	4.9e-42	140.6	322	2	287	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_165	pVOG0133	9.5e-41	136.9	342	24	256	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_166	pVOG0095	5.4e-46	152.8	173	6	163	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_167	pVOG7034	1.8e-31	104.0	57	1	55	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_168	pVOG0026	2e-117	389.7	895	200	856	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_169	pVOG0094	1.6e-20	70.1	107	7	98	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_170	pVOG7033	4.7e-59	190.6	150	1	149	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_171	pVOG0092	3e-57	190.3	383	8	253	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_172	pVOG7906	1.7e-36	120.8	117	7	100	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_173	pVOG4803	9.8e-33	110.7	637	321	540	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_173	pVOG0090	1.2e-33	112.4	637	28	194	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_175	pVOG7032	1.3e-67	223.4	173	1	169	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_176	pVOG7031	4.3e-100	330.6	213	1	212	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_177	pVOG7030	3.3e-36	119.6	81	1	80	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_181	pVOG7234	1.9e-84	279.3	219	1	215	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_182	pVOG4562	6.5e-70	232.3	368	27	359	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_183	pVOG2368	1.3e-190	321.9	701	382	699	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_183	pVOG2368	1.3e-190	317.4	701	23	382	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_184	pVOG4730	5.3e-39	129.6	123	1	116	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_185	pVOG0086	1.2e-48	161.9	181	5	176	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_186	pVOG7029	4.2e-42	139.4	121	10	119	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_187	pVOG0085	3.8e-29	97.9	204	54	200	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_188	pVOG4551	2e-47	159.2	335	18	321	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_190	pVOG0083	3.6e-130	432.0	668	1	663	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_191	pVOG4575	8.3e-77	255.4	353	1	351	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_192	pVOG0025	1e-35	120.7	486	47	447	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_193	pVOG7233	4.8e-131	432.3	407	1	401	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_194	pVOG4548	9.3e-74	245.0	571	96	566	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_196	pVOG10957	1.7e-44	105.1	1501	251	562	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_198	pVOG0080	1e-254	545.8	1119	291	935	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_198	pVOG0080	1e-254	80.1	1119	937	1117	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_198	pVOG0080	1e-254	63.0	1119	5	71	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_199	pVOG0079	1.4e-49	165.2	176	1	175	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_201	pVOG10983	1e-114	332.3	251	1	189	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_202	pVOG4691	7.1e-72	239.1	352	2	348	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_203	pVOG4550	1e-21	73.9	231	16	207	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_204	pVOG4717	2.4e-59	197.5	392	1	154	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_205	pVOG2278	1.2e-107	357.4	377	1	333	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_206	pVOG11087	0.0	1245.3	593	1	592	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_209	pVOG7232	7.7e-60	197.3	130	1	129	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_210	pVOG0068	9.1e-61	200.4	142	1	139	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_211	pVOG0067	1.6e-187	621.0	570	1	566	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_212	pVOG0066	4.1e-18	62.0	69	2	67	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_213	pVOG0117	7.5e-57	189.5	278	4	276	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_214	pVOG0116	8.5e-55	182.1	244	3	242	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_215	pVOG0065	2.3e-58	193.9	239	10	226	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_216	pVOG0064	5.3e-91	301.3	258	4	256	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_218	pVOG0061	2.6e-149	494.1	471	17	465	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_220	pVOG4568	7.3e-37	123.7	248	3	245	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_221	pVOG4556	1.2e-90	300.7	585	62	541	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_224	pVOG0058	5.9e-41	136.9	217	18	204	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_226	pVOG4724	2.4e-61	203.2	258	17	254	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_227	pVOG9629	1.1e-126	418.3	275	1	274	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_230	pVOG0054	4.6e-31	104.7	98	1	96	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_233	pVOG4548	1.3e-56	188.4	739	237	694	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_235	pVOG4791	6.1e-25	81.7	284	2	273	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_239	pVOG0052	3.2e-48	160.8	230	4	227	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_240	pVOG0051	1.6e-20	69.7	175	2	166	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_29	pVOG0050	5.2e-48	159.2	142	1	126	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_34	pVOG0049	6.6e-112	371.0	503	20	501	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_36	pVOG0048	2.9e-148	491.9	597	2	595	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_61	pVOG0047	1.6e-30	102.1	92	1	91	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_62	pVOG10257	7.8e-48	157.2	91	2	89	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_63	pVOG0046	1e-30	99.8	91	2	89	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_65	pVOG6930	2.3e-33	111.0	98	1	96	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_71	pVOG3003	2.2e-75	249.7	284	11	283	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_75	pVOG0045	6.3e-27	90.8	86	1	83	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_76	pVOG10063	6.9e-58	190.5	114	1	111	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_77	pVOG5914	4.4e-27	91.0	79	1	73	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_78	pVOG5880	2.7e-41	136.3	105	1	104	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_79	pVOG10068	3.7e-45	148.6	97	4	96	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_87	pVOG5383	3.8e-46	152.3	104	1	101	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_90	pVOG7539	1.5e-33	110.6	56	1	55	PVOG
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_99	pVOG5222	5.4e-48	158.8	131	5	125	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_1	pVOG0221	9.8e-83	275.0	546	13	518	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_100	pVOG4552	1.7e-22	77.2	252	7	241	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_106	pVOG4585	3e-26	88.4	209	20	195	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_111	pVOG7245	4.3e-41	136.1	114	1	113	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_115	pVOG0018	9.9e-31	103.6	266	13	264	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_116	pVOG3391	4.6e-99	326.9	225	1	224	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_119	pVOG0101	2.1e-96	317.7	275	65	269	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_120	pVOG0048	6.9e-176	583.2	587	8	581	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_125	pVOG6211	2.2e-99	329.3	305	5	304	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_126	pVOG0322	6.1e-35	117.7	324	4	272	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_127	pVOG7476	4e-67	221.8	157	1	155	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_128	pVOG0025	1.2e-18	64.5	505	88	465	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_129	pVOG4551	1.1e-25	87.8	379	29	369	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_130	pVOG0918	2e-188	623.9	577	1	568	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_131	pVOG1198	2.7e-304	1008.7	1306	2	1295	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_132	pVOG4724	1.3e-53	178.7	220	4	219	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_137	pVOG9220	2.5e-78	258.3	166	1	165	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_138	pVOG0481	1.3e-24	83.9	173	1	171	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_139	pVOG4567	1.6e-59	197.1	444	3	437	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_150	pVOG0102	4.5e-47	154.6	157	66	156	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_155	pVOG4730	4.6e-47	155.7	132	1	123	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_156	pVOG2368	1.2e-49	165.3	241	20	239	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_157	pVOG2368	6.3e-298	987.0	849	5	847	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_159	pVOG4562	7.9e-46	153.1	196	7	195	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_161	pVOG10106	2.7e-40	132.8	124	35	118	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_163	pVOG0085	7.9e-28	93.8	143	2	140	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_17	pVOG6116	5.4e-44	145.3	111	1	107	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_170	pVOG3238	1.9e-28	94.9	73	1	70	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_171	pVOG3241	1.4e-69	231.0	308	33	307	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_18	pVOG6396	1.5e-183	607.2	417	1	416	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_180	pVOG8485	2.7e-78	257.9	196	3	185	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_26	pVOG0136	3.8e-22	74.6	89	3	85	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_27	pVOG5221	9.7e-23	76.5	71	1	70	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_30	pVOG5070	3.7e-30	101.5	645	34	310	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_31	pVOG9712	1.2e-94	302.6	243	2	204	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_32	pVOG5042	0.0	1308.7	876	1	875	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_33	pVOG3389	8.4e-101	333.7	253	1	252	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_34	pVOG4910	1.5e-38	129.1	2298	1568	1708	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_34	pVOG4779	4e-32	106.4	2298	1435	1552	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_40	pVOG0275	3.7e-20	69.1	345	43	331	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_43	pVOG7895	2.1e-29	97.6	64	1	41	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_44	pVOG3390	9.2e-42	138.4	117	1	105	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_45	pVOG7718	3.1e-40	79.2	406	14	127	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_49	pVOG5534	2.8e-77	255.9	266	3	238	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_51	pVOG9713	3.1e-73	241.5	169	1	168	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_52	pVOG9219	2.1e-84	278.7	217	1	216	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_58	pVOG10940	4.2e-237	783.7	479	1	478	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_59	pVOG5721	5e-166	549.6	507	1	504	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_61	pVOG5722	2.5e-100	332.3	307	1	300	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_64	pVOG4570	1.1e-38	129.9	406	35	402	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_65	pVOG7567	7.3e-33	109.0	64	2	63	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_66	pVOG0094	4.9e-30	100.7	93	1	90	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_7	pVOG9576	9.4e-18	60.6	299	78	297	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_70	pVOG8483	1.6e-81	269.5	204	1	202	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_72	pVOG9714	7e-190	627.6	411	1	409	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_82	pVOG1563	4.4e-126	417.4	387	1	385	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_87	pVOG0275	5.7e-25	85.0	359	40	306	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_88	pVOG8484	8.7e-204	674.0	461	7	460	PVOG
NC_001884.1_Bacillus_phage_SPBc2_complete_genome_89	pVOG6237	6.6e-112	370.2	326	1	317	PVOG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_13	pVOG1329	1.6e-104	346.2	325	3	322	PVOG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_15	pVOG4623	7e-19	64.9	103	1	101	PVOG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_16	pVOG0816	3e-37	124.0	110	2	109	PVOG
NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_18	pVOG0724	1.7e-33	112.0	135	2	133	PVOG
