qseqid	sseqid	qlen	slen	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|P0A3V1|SLEB_BACCE	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0131	259	343	38.71	62	38	0	38	99	179	240	3.05E-07	45.8
sp|P0A3V0|SLEB_BACCR	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0128	259	343	38.71	62	38	0	38	99	179	240	3.05E-07	45.8
sp|P0A3V0|SLEB_BACCR	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0131	259	343	38.71	62	38	0	38	99	179	240	3.05E-07	45.8
sp|O32062|SAFA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0238	387	214	35.211	71	40	2	4	70	28	96	4.03E-07	45.8
sp|P26764|RPSF_BACLI	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0071	255	265	23.383	201	103	7	59	255	112	265	4.26E-07	45.1
sp|Q03415|ENP1_LYSSH	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0102	396	390	27.184	103	64	1	5	96	232	334	4.68E-07	46.6
sp|P06222|RPSE_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	239	265	27.333	150	102	5	85	232	113	257	6.46E-07	44.3
sp|Q5WC42|YKUD_SHOC1	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	165	262	37.931	58	34	2	4	60	165	221	7.42E-07	42.7
sp|P06533|SINR_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0099	111	108	29.412	102	68	4	1	101	1	99	7.67E-07	40
sp|Q5WC42|YKUD_SHOC1	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0024	165	258	47.727	44	22	1	4	46	214	257	8.08E-07	42.7
sp|P62179|RP35_BACTK	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0071	239	265	23.744	219	158	5	16	232	46	257	8.21E-07	43.9
sp|P62177|RP35_BACAN	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0071	239	265	23.744	219	158	5	16	232	46	257	8.21E-07	43.9
sp|P62178|RP35_BACCR	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0071	239	265	23.744	219	158	5	16	232	46	257	8.21E-07	43.9
sp|P26764|RPSF_BACLI	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	255	265	24.227	194	96	8	59	248	112	258	9.47E-07	43.9
sp|O05495|YDHD_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0102	420	390	25.806	124	77	2	4	112	230	353	1.33E-06	45.1
sp|P17531|RPOD_MYXXA	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0265	708	229	25.551	227	135	10	473	687	14	218	1.62E-06	45.1
sp|P62181|RP28_BACTK	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0265	237	229	46.512	43	23	0	76	118	44	86	2.32E-06	42.4
sp|P62180|RP28_BACCR	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0265	237	229	46.512	43	23	0	76	118	44	86	2.32E-06	42.4
sp|P62182|RP28_BACAN	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0265	237	229	46.512	43	23	0	76	118	44	86	2.32E-06	42.4
sp|P71044|SP2Q_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0203	283	186	32.308	65	42	1	152	216	53	115	2.39E-06	42.4
sp|P33657|RPSE_CLOAB	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	235	265	27.922	154	104	4	81	231	113	262	3.18E-06	42.4
sp|P06222|RPSE_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0071	239	265	24.832	149	107	3	85	232	113	257	3.27E-06	42.4
sp|P42064|APPD_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0037	328	707	25.243	206	110	8	24	215	501	676	4.06E-06	43.5
sp|Q9KCE0|SLEB_HALH5	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	330	404	34.043	94	58	3	39	129	189	281	4.37E-06	43.1
sp|Q9KCE0|SLEB_HALH5	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	330	404	31.068	103	63	3	9	111	245	339	6.28E-06	42.7
sp|P39800|XLYA_BACSU	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0024	297	258	43.396	53	29	1	153	204	206	258	6.39E-06	42
sp|Q5WC42|YKUD_SHOC1	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0102	165	390	37.778	45	28	0	4	48	230	274	6.62E-06	40.4
sp|P39800|XLYA_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0128	297	343	48.571	35	18	0	258	292	206	240	7.01E-06	42
sp|P39800|XLYA_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0131	297	343	48.571	35	18	0	258	292	206	240	7.01E-06	42
sp|P26905|DPPD_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0037	335	707	24.103	195	126	6	24	215	501	676	7.94E-06	42.7
sp|P33657|RPSE_CLOAB	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0071	235	265	27.273	154	105	4	81	231	113	262	8.59E-06	40.8
sp|P35145|RPSF_PRIMG	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	253	265	22.751	189	103	5	59	247	112	257	1.12E-05	40.8
sp|P35145|RPSF_PRIMG	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0071	253	265	22.222	189	104	5	59	247	112	257	1.12E-05	40.8
sp|Q5WC42|YKUD_SHOC1	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	165	262	35.556	45	28	1	4	47	218	262	1.22E-05	39.3
sp|P07860|RPSF_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0071	255	265	24.194	186	94	7	59	242	112	252	1.79E-05	40
sp|P12254|RPSK_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	294	265	21.277	235	122	9	54	286	88	261	1.80E-05	40.4
sp|P07860|RPSF_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	255	265	23.784	185	96	7	59	242	112	252	2.07E-05	40
sp|O34391|XLYB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0102	317	390	36.538	52	33	0	170	221	338	389	2.66E-05	40.4
sp|Q03415|ENP1_LYSSH	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0102	396	390	25.51	98	67	2	5	96	293	390	2.97E-05	40.8
sp|O34391|XLYB_BACSU	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	317	262	41.667	48	27	1	173	219	159	206	3.20E-05	40
sp|P39043|DPP6_LYSSH	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0112	271	722	27.619	105	55	5	166	253	480	580	3.20E-05	40
sp|P39043|DPP6_LYSSH	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0109	271	722	27.619	105	55	5	166	253	480	580	5.04E-05	39.7
sp|P60495|PXPB_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0128	240	354	31.579	57	39	0	141	197	135	191	6.82E-05	38.5
sp|O32130|LYTH_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0203	326	186	25.532	141	90	6	186	325	4	130	7.82E-05	38.1
sp|Q65K99|YKUD_BACLD	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	165	262	40.909	44	25	1	2	44	216	259	9.33E-05	36.6
sp|P06533|SINR_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0068	111	127	33.824	68	44	1	2	69	44	110	9.78E-05	34.7
sp|P26936|SP4FA_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0203	264	186	39.394	66	39	1	193	257	50	115	1.05E-04	37.4
sp|Q03415|ENP1_LYSSH	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	396	262	30.159	63	39	2	50	107	162	224	1.07E-04	38.5
sp|P17531|RPOD_MYXXA	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0186	708	343	27.152	151	95	4	467	610	23	165	1.16E-04	40
sp|P39800|XLYA_BACSU	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	297	262	42	50	28	1	158	206	162	211	1.16E-04	38.1
sp|O34391|XLYB_BACSU	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	317	262	39.583	48	28	1	175	221	214	261	1.26E-04	38.1
sp|Q6B4J5|EXSA_BACCE	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0238	643	214	34.375	64	40	1	4	67	28	89	1.27E-04	38.9
sp|P0A3V1|SLEB_BACCE	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	259	404	31.579	76	47	2	32	103	175	249	1.36E-04	37.7
sp|P0A3V0|SLEB_BACCR	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	259	404	31.579	76	47	2	32	103	175	249	1.36E-04	37.7
sp|O34398|LIGD_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0177	611	423	24.691	243	144	11	22	250	163	380	1.52E-04	39.7
sp|P12254|RPSK_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0071	294	265	22.553	235	119	11	54	286	88	261	2.18E-04	37
sp|P59105|SLEB_OCEIH	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	276	404	33.333	69	41	2	31	95	174	241	2.88E-04	37
sp|Q03415|ENP1_LYSSH	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0024	396	258	37.5	48	29	1	49	95	159	206	3.04E-04	37.4
sp|O32062|SAFA_BACSU	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0024	387	258	39.13	46	28	0	6	51	165	210	3.25E-04	37
sp|Q5WC42|YKUD_SHOC1	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0024	165	258	34.783	46	29	1	4	48	163	208	3.55E-04	35
sp|P0A3V1|SLEB_BACCE	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	259	404	40.385	52	30	1	44	95	273	323	3.80E-04	36.6
sp|P0A3V0|SLEB_BACCR	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	259	404	40.385	52	30	1	44	95	273	323	3.80E-04	36.6
sp|P59105|SLEB_OCEIH	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	276	404	35	60	38	1	44	103	273	331	4.38E-04	36.2
sp|Q65K99|YKUD_BACLD	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0102	165	390	38.636	44	27	0	4	47	291	334	4.58E-04	34.7
sp|O31681|YKVP_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0102	399	390	41.86	43	24	1	345	386	230	272	4.76E-04	37
sp|Q9K716|GPMI_HALH5	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0221	510	173	40.426	47	23	1	160	201	123	169	5.22E-04	36.2
sp|P15281|SP3D_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0255	93	90	27.451	51	37	0	6	56	17	67	5.37E-04	31.6
sp|P15281|SP3D_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0143	93	90	29.31	58	36	1	4	56	10	67	5.72E-04	31.6
sp|P06533|SINR_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0130	111	70	28.125	64	45	1	2	65	1	63	6.28E-04	31.6
sp|L8EBJ6|SSCB_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0202	28	39	73.684	19	5	0	10	28	21	39	6.41E-04	27.7
sp|P50739|SLEB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	305	404	36.232	69	38	3	29	93	175	241	6.77E-04	36.2
sp|O31681|YKVP_BACSU	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	399	262	40	45	25	1	345	387	218	262	6.96E-04	36.2
sp|O32062|SAFA_BACSU	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	387	262	39.286	56	31	1	4	59	165	217	7.30E-04	36.2
sp|Q9K893|SSPI_HALH5	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	68	92	37.5	40	24	1	24	63	31	69	7.35E-04	30.4
sp|P50739|SLEB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	305	404	45.283	53	27	2	41	93	273	323	8.00E-04	35.8
sp|O34398|LIGD_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0225	611	423	23.868	243	146	11	22	250	163	380	8.15E-04	37
sp|Q5WC42|YKUD_SHOC1	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0102	165	390	28.571	56	38	1	4	57	291	346	8.47E-04	33.9
sp|Q5WC42|YKUD_SHOC1	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0238	165	214	40	45	26	1	4	48	28	71	8.60E-04	33.9
sp|O32062|SAFA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0102	387	390	40	45	26	1	4	48	230	273	8.64E-04	36.2
sp|P12254|RPSK_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0265	294	229	22.727	198	118	7	78	267	44	214	8.72E-04	35
sp|O34816|YKUD_BACSU	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	164	262	34.091	44	27	1	2	43	216	259	0.001	33.1
sp|C0H3Y2|SSCA_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0202	28	39	73.684	19	5	0	10	28	21	39	0.001	26.9
sp|P50739|SLEB_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0128	305	343	33.333	63	41	1	35	97	179	240	0.001	35.4
sp|P50739|SLEB_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0131	305	343	33.333	63	41	1	35	97	179	240	0.001	35.4
sp|P62181|RP28_BACTK	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0258	237	381	28.704	108	64	4	60	167	182	276	0.001	34.7
sp|P62180|RP28_BACCR	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0258	237	381	28.704	108	64	4	60	167	182	276	0.001	34.7
sp|P62182|RP28_BACAN	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0258	237	381	28.704	108	64	4	60	167	182	276	0.001	34.7
sp|Q5WEJ3|SSPI_SHOC1	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	69	92	34.921	63	33	2	8	63	8	69	0.001	29.6
sp|O34816|YKUD_BACSU	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0024	164	258	39.13	46	26	1	4	47	163	208	0.002	32.7
sp|P17531|RPOD_MYXXA	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0133	708	236	30.667	75	46	1	474	542	15	89	0.002	35.8
sp|Q65K99|YKUD_BACLD	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0024	165	258	40.476	42	24	1	4	44	214	255	0.002	32.3
sp|Q9KCE0|SLEB_HALH5	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0252	330	236	32.857	70	38	2	35	98	168	234	0.002	34.3
sp|C0H3Y8|YJCZ_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0202	49	39	80	20	4	0	30	49	19	38	0.003	27.3
sp|O34816|YKUD_BACSU	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0024	164	258	41.935	31	18	0	3	33	213	243	0.004	32
sp|P0A3V1|SLEB_BACCE	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0252	259	236	34.375	64	36	1	44	101	171	234	0.004	33.1
sp|P0A3V1|SLEB_BACCE	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0146	259	236	34.375	64	36	1	44	101	171	234	0.004	33.1
sp|P26497|SP0J_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0265	282	229	25.641	78	55	2	71	145	139	216	0.004	33.1
sp|Q65K99|YKUD_BACLD	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0024	165	258	33.333	66	35	3	4	61	163	227	0.004	32
sp|P0A3V0|SLEB_BACCR	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0252	259	236	34.375	64	36	1	44	101	171	234	0.004	33.1
sp|P0A3V0|SLEB_BACCR	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0146	259	236	34.375	64	36	1	44	101	171	234	0.004	33.1
sp|Q9KCE0|SLEB_HALH5	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0146	330	236	32.812	64	37	1	41	98	171	234	0.004	33.1
sp|P54450|CWLH_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	250	404	37.097	62	32	2	184	245	273	327	0.005	32.7
sp|P55339|ECSA_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0141	247	637	30.612	49	34	0	144	192	560	608	0.005	33.1
sp|P55339|ECSA_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0142	247	640	30.612	49	34	0	144	192	563	611	0.005	33.1
sp|O34928|PDAA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0173	263	416	28.188	149	81	7	97	240	288	415	0.007	32.7
sp|O05495|YDHD_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0102	420	390	36.364	44	27	1	4	46	347	390	0.007	33.5
sp|O34391|XLYB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	317	404	27.5	80	51	1	234	313	330	402	0.007	33.1
sp|P39650|RSFA_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0148	258	245	43.243	37	21	0	186	222	37	73	0.007	32
sp|P52941|SP0A_MOOTA	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0195	256	127	28.125	128	63	5	35	161	26	125	0.007	31.2
sp|Q6B4J5|EXSA_BACCE	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0102	643	390	42.222	45	25	1	4	48	230	273	0.007	34.3
sp|Q9KCE0|SLEB_HALH5	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0128	330	343	34.921	63	34	2	43	98	271	333	0.007	33.1
sp|Q9KCE0|SLEB_HALH5	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0131	330	343	34.921	63	34	2	43	98	271	333	0.007	33.1
sp|Q5KWD9|SSPI_GEOKA	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0191	69	116	40	30	18	0	35	64	6	35	0.007	28.1
sp|O34816|YKUD_BACSU	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	164	262	34.483	58	35	2	3	58	164	220	0.008	30.8
sp|P54450|CWLH_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	250	404	22.749	211	140	7	48	246	47	246	0.008	32.3
sp|P39800|XLYA_BACSU	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	297	262	38.095	42	25	1	161	201	218	259	0.008	32.3
sp|P39800|XLYA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	297	404	30.986	71	42	1	222	292	339	402	0.008	32.7
sp|Q5KWD9|SSPI_GEOKA	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0210	69	122	40	30	18	0	35	64	6	35	0.008	28.1
sp|P71021|DIV4A_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0050	164	875	27.083	144	92	5	24	164	277	410	0.009	31.2
sp|P16497|KINA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0243	606	767	23.288	73	53	1	488	560	24	93	0.009	33.9
sp|O32062|SAFA_BACSU	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0024	387	258	36.17	47	30	0	2	48	212	258	0.009	32.7
sp|Q7AKG8|RSRA_STRCO	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0128	105	45	35.556	45	16	2	35	78	13	45	0.01	27.7
sp|Q7AKG8|RSRA_STRCO	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0005	105	45	35.556	45	16	2	35	78	13	45	0.01	27.7
sp|Q45757|CR6AA_BACTU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0092	475	792	26.496	117	61	5	120	227	238	338	0.01	33.5
sp|P33657|RPSE_CLOAB	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0246	235	264	59.091	22	9	0	201	222	74	95	0.01	31.6
sp|P94537|SSPI_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	71	92	42.424	33	18	1	19	51	26	57	0.01	27.7
sp|Q45757|CR6AA_BACTU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0089	475	756	25.472	106	55	4	130	227	213	302	0.011	33.1
sp|O05495|YDHD_BACSU	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0022	420	262	33.846	65	39	2	50	113	165	226	0.011	32.7
sp|O05495|YDHD_BACSU	NC_011048.1_Bacillus_phage_phi29_complete_genome_CDS_0024	420	258	26.882	93	62	4	6	92	165	257	0.011	32.3
sp|O34391|XLYB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0238	317	214	37.5	48	29	1	175	222	24	70	0.011	32
sp|P40868|SP5AC_BACSU	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0026	150	1032	28.986	69	36	3	1	56	708	776	0.011	30.4
sp|Q65GD0|SSPI_BACLD	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	70	92	42.857	35	19	1	17	51	24	57	0.011	27.3
sp|O34391|XLYB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0198	317	404	31.25	64	37	1	252	315	273	329	0.012	32.3
sp|P39800|XLYA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0238	297	214	37.778	45	27	1	161	205	28	71	0.013	31.6
sp|P59105|SLEB_OCEIH	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0252	276	236	31.25	64	38	1	44	101	171	234	0.013	31.6
sp|C5D630|SSPI_GEOSW	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	71	92	40	25	15	0	19	43	26	50	0.013	27.3
sp|O32721|SP2AB_PAEPO	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0237	151	212	37.037	54	32	2	84	136	15	67	0.014	30
sp|A7Z7F5|SSPI_BACVZ	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	71	92	46.429	28	14	1	24	51	31	57	0.014	27.3
sp|P17869|RPSH_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0265	218	229	41.176	34	20	0	61	94	44	77	0.015	30.8
sp|Q01367|SP3AA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0144	307	562	31.633	98	57	5	6	99	128	219	0.015	32
sp|P37575|SP2B_BACSU	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0021	332	134	28.571	112	56	7	197	291	27	131	0.016	30.8
sp|P55339|ECSA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0031	247	911	38	50	21	2	22	65	25	70	0.016	31.6
sp|A9VJM6|SSPI_BACMK	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	69	92	40	35	20	1	17	51	24	57	0.016	26.9
sp|B7IJW2|SSPI_BACC2	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	69	92	40	35	20	1	17	51	24	57	0.016	26.9
sp|Q817I4|SSPI_BACCR	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	69	92	40	35	20	1	17	51	24	57	0.016	26.9
sp|P02964|RPSH_BACLI	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0265	223	229	37.037	54	26	2	47	99	31	77	0.019	30.4
sp|P62179|RP35_BACTK	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0246	239	264	59.091	22	9	0	205	226	74	95	0.019	30.8
sp|P62177|RP35_BACAN	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0246	239	264	59.091	22	9	0	205	226	74	95	0.019	30.8
sp|P62178|RP35_BACCR	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0246	239	264	59.091	22	9	0	205	226	74	95	0.019	30.8
sp|P02964|RPSH_BACLI	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0133	223	236	23.077	195	103	7	59	211	37	226	0.02	30.4
sp|P59105|SLEB_OCEIH	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0146	276	236	31.25	64	38	1	44	101	171	234	0.02	30.8
sp|O06719|GERPC_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0229	205	184	30.303	66	40	2	101	164	37	98	0.022	30
sp|A7GTL2|SSPI_BACCN	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	70	92	39.394	33	19	1	19	51	26	57	0.022	26.6
sp|O34398|LIGD_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0081	611	159	24.691	81	46	2	27	107	94	159	0.023	31.6
sp|Q97GQ9|SP2AB_CLOAB	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0157	143	470	34.545	55	29	2	74	122	3	56	0.023	29.3
sp|B7HRK4|SSPI_BACC7	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	69	92	39.394	33	19	1	19	51	26	57	0.024	26.6
sp|B7JR69|SSPI_BACC0	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	69	92	39.394	33	19	1	19	51	26	57	0.024	26.6
sp|B9J065|SSPI_BACCQ	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	69	92	39.394	33	19	1	19	51	26	57	0.024	26.6
sp|C1EU02|SSPI_BACC3	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	69	92	39.394	33	19	1	19	51	26	57	0.024	26.6
sp|C3L8U0|SSPI_BACAC	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0093	69	92	39.394	33	19	1	19	51	26	57	0.024	26.6
