target	product	best_hit	HMM	evalue	score	EC	gene	ORF_start	ORF_end	product_start	product_end	product_length	ORF_length-aa
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_8	hypothetical	phrog_18206	PHROG	5.4e-113	370.5			4880	5344	1	154	153	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_9	hypothetical	phrog_18662	PHROG	1.6e-64	210.8			5470	5736	1	88	87	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_10	hypothetical	phrog_23541	PHROG	2.8e-64	209.7			5842	6114	1	90	89	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_11	E3 protein	VOG63488	VOG	2.9e-147	485.3			6281	6991	1	236	235	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_12	Putative gene 45 protein	VOG46451	VOG	1.3e-65	214.6			7203	7502	1	99	98	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_13	hypothetical	phrog_9630	PHROG	2e-35	117.5			7601	7831	1	75	74	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_14	hypothetical	phrog_17077	PHROG	1.6e-60	198.1			7954	8238	1	94	93	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_15	Putative gene 48 protein	VOG03472	VOG	7.4e-88	287.6			8377	8757	1	126	125	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_16	Putative gene 49 protein	VOG38903	VOG	1e-81	267.4			8761	9114	1	117	116	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_17	Putative gene 51 protein	VOG03532	VOG	1.2e-81	268.4			9408	9803	1	131	130	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_18	hypothetical	phrog_15997	PHROG	7.5e-92	301.9			9988	10464	1	158	157	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_19	hypothetical	phrog_20536	PHROG	4.1e-42	138.3			10583	10744	1	53	52	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_20	kinase	phrog_17704	PHROG	1.2e-144	476.1			10866	11534	1	222	221	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_21	hypothetical	phrog_27002	PHROG	2.9e-39	129.4			11537	11677	1	46	45	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_22	hypothetical	phrog_18007	PHROG	1.5e-57	187.9			12183	12464	15	93	78	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_23	hypothetical	phrog_17224	PHROG	3.6e-78	255.4			12498	12956	40	152	112	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_24	hypothetical	phrog_17811	PHROG	4.9e-47	154.6			13173	13343	1	56	55	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_25	hypothetical	phrog_17758	PHROG	5e-54	176.9			13439	13660	1	73	72	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_26	hypothetical	phrog_26079	PHROG	1.4e-62	204.3			14152	14415	1	87	86	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_27	Gp0.12	VOG65162	VOG	1.3e-258	853.3			14513	15601	1	362	361	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_28	Gp0.21	VOG20468	VOG	4.7e-109	357.8			15598	16059	1	153	152	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_29	Gp0.22	VOG14808	VOG	3.1e-71	232.6			16073	16381	1	102	101	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_30	Gp0.31	VOG30381	VOG	2.4e-70	230.0			16470	16772	1	100	99	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_31	hypothetical	phrog_27258	PHROG	1e-66	218.0			16785	17078	1	97	96	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_32	Hypothetical protein	VOG57693	VOG	3.8e-47	155.4			17091	17345	1	84	83	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_33	Gp0.42	VOG21383	VOG	2.5e-60	197.4			17342	17629	1	95	94	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_34	hypothetical	phrog_23806	PHROG	3.4e-71	232.2			17645	17950	1	101	100	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_35	hypothetical	phrog_20766	PHROG	1.6e-71	234.4			18021	18380	1	119	118	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_36	hypothetical	phrog_27047	PHROG	7.4e-70	228.3			18364	18675	1	103	102	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_37	hypothetical	phrog_27206	PHROG	1.8e-61	201.0			18665	18934	1	89	88	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_38	hypothetical	phrog_23006	PHROG	1.2e-69	227.7			18921	19226	1	101	100	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_39	Gene 64 protein	VOG47755	VOG	8.8e-59	193.5			19256	19657	1	128	127	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_40	hypothetical protein	pVOG4731	PVOG	2.8e-20	68.9			19674	19964	1	94	93	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_41	Gp1.4	VOG63670	VOG	1.3e-80	264.1			20026	20394	1	122	121	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_42	hypothetical	phrog_12193	PHROG	7.1e-120	394.7			20463	21185	1	217	216	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_43	hypothetical	phrog_19675	PHROG	3.8e-52	170.8			21151	21399	1	82	81	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_44	Gp1.7	VOG46079	VOG	4.4e-99	324.7			21451	21870	1	139	138	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_45	Gp1.8	VOG49027	VOG	6.8e-57	186.1			21854	22090	4	78	74	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_46	Hypothetical protein	VOG01686	VOG	2.4e-94	310.3			22136	22618	1	160	159	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_47	Gp2	VOG13019	VOG	2.4e-134	441.4			22677	23249	1	190	189	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_48	terminase large subunit	phrog_675	PHROG	6.3e-198	655.1			23317	24960	1	544	543	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_49	ParB-like partition nuclease	phrog_26754	PHROG	2.1e-148	488.2			24975	25598	1	207	206	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_50	RNA polymerase sigma-F factor	VOG08722	VOG	7.7e-41	87.4			25687	26382	4	124	120	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_51	hypothetical	phrog_14673	PHROG	2.3e-53	176.2			26448	26810	5	118	113	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_52	hypothetical	phrog_24732	PHROG	5e-220	725.5			26935	27879	1	314	313	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_53	hypothetical	phrog_14029	PHROG	2.9e-237	785.6			29659	30972	4	437	433	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_54	Preneck protein (phi29-like preneck appendage protein)	VOG61421	VOG	5e-90	298.8			30990	32639	8	544	536	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_55	PhoH-like protein	VOG03338	VOG	1.5e-59	198.8			33475	34362	22	294	272	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_56	hypothetical	phrog_15445	PHROG	7.5e-39	128.0			34457	34630	1	57	56	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_57	peptidase	phrog_20590	PHROG	3.1e-146	481.7			34630	35361	1	243	242	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_58	ribonucleoside-diphosphate reductase subunit alpha	PRK09209.1	PGAP	0.0	1031.5			35517	37787	15	755	740	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_59	ribonucleotide-diphosphate reductase subunit beta	PRK09614.1-3	PGAP	1.6e-112	372.8			37807	38847	2	345	343	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_60	Gp5.1	VOG55357	VOG	1.2e-44	147.1			38859	39044	1	61	60	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_61	hypothetical	phrog_22997	PHROG	4.1e-33	109.9			39050	39184	1	44	43	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_62	hypothetical	phrog_26037	PHROG	5.9e-85	279.3			39287	39703	1	138	137	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_63	portal protein	pVOG4556	PVOG	1.6e-95	316.7			39818	41341	53	489	436	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_64	head maturation protease	phrog_1028	PHROG	9.7e-97	320.3			41427	42188	2	247	245	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_65	head scaffolding protein	phrog_15087	PHROG	1.4e-126	418.1			42188	42922	2	244	242	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_66	major head protein	pVOG0061	PVOG	1.2e-164	544.5			42952	44358	14	462	448	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_67	hypothetical	phrog_24738	PHROG	6.4e-80	261.3			44463	44822	1	119	118	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_68	Tail fiber protein	VOG14029	VOG	2.1e-83	276.5			44839	45573	2	244	242	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_69	virion structural protein	phrog_1004	PHROG	1.5e-69	230.7			45573	46292	12	238	226	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_70	hypothetical	phrog_16819	PHROG	1.5e-114	378.1			46289	46927	2	211	209	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_71	hypothetical protein	pVOG0117	PVOG	2.7e-74	246.8			46964	47821	1	284	283	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_72	hypothetical	phrog_1151	PHROG	3.7e-20	68.7			47818	48021	1	65	64	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_73	Putative tail sheath protein	VOG18563	VOG	5.5e-181	599.1			48026	49741	6	565	559	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_74	virion structural protein	phrog_985	PHROG	1.1e-61	203.3			49745	50158	1	137	136	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_75	Tail assembly chaperone	VOG13494	VOG	4.9e-70	230.3			50254	50673	1	139	138	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_76	hypothetical	phrog_34062	PHROG	1.1e-60	198.4			50633	51037	45	134	89	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_77	tail protein with lysin activity	phrog_13572	PHROG	0.0	1460.5			51041	53725	1	894	893	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_78	Tail protein with lysin activity	VOG62885	VOG	0.0	1373.1			53737	55905	1	722	721	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_79	tail fiber protein	phrog_14236	PHROG	5e-203	670.6			55905	56960	3	350	347	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_80	virion structural protein	pVOG4717	PVOG	2.1e-75	250.0			56962	57651	58	227	169	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_81	hypothetical protein	pVOG7752	PVOG	1.3e-110	364.6			57663	58358	5	222	217	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_82	baseplate protein	phrog_975	PHROG	3.6e-62	206.1			58360	59016	1	215	214	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_83	Baseplate protein J	VOG31678	VOG	1.3e-59	198.9			59006	60049	1	346	345	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_84	tail protein	phrog_23130	PHROG	7.3e-261	861.1			60063	61151	1	362	361	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_85	virion structural protein	phrog_1394	PHROG	6.6e-63	208.4			61164	61670	1	168	167	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_86	hypothetical	phrog_877	PHROG	0.0	1385.3			61694	65083	3	1128	1125	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_87	Hypothetical protein	VOG20120	VOG	4.7e-21	71.0			65138	65350	1	63	62	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_88	tail fiber protein	phrog_23059	PHROG	0.0	2428.7			65364	68447	1	1027	1026	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_89	hypothetical	phrog_25009	PHROG	0.0	1013.5			68545	69840	1	431	430	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_90	Tail spike protein	VOG07530	VOG	4.1e-182	603.2			69867	71957	55	692	637	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_91	hypothetical	phrog_22445	PHROG	3.1e-96	316.1			71979	72431	1	150	149	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_92	virion structural protein	phrog_20787	PHROG	2.1e-47	155.7			72446	72649	1	67	66	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_93	SPbeta prophage-derived uncharacterized protein YorA	VOG50411	VOG	2.7e-198	656.4			72738	74543	9	600	591	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_94	holin	pVOG0641	PVOG	4.6e-47	155.8			74685	75164	12	148	136	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_95	endolysin	phrog_2649	PHROG	2.5e-90	253.6			75227	76258	9	242	233	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_96	Holin	VOG68080	VOG	6.9e-56	184.0			76287	76649	2	120	118	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_97	DNA helicase	phrog_16	PHROG	7.7e-109	361.3			76895	78478	5	525	520	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_98	hypothetical	phrog_14232	PHROG	2.3e-142	469.4			78600	79442	25	280	255	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_99	DnaB-like replicative helicase	phrog_19	PHROG	6.2e-84	278.9			79515	80885	1	450	449	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_100	Hypothetical protein	VOG48621	VOG	9.8e-118	386.9			80891	81436	1	181	180	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_101	unannotated protein	pVOG4575	PVOG	1.3e-72	241.6			81436	82530	1	362	361	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_102	hypothetical protein	pVOG7754	PVOG	1.3e-57	189.9			82544	82840	1	98	97	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_103	host RecBCD nuclease inhibitor	phrog_4790	PHROG	1.3e-22	76.5			82983	83201	1	69	68	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_104	hypothetical	phrog_20908	PHROG	5.9e-64	209.2			83191	83499	1	102	101	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_105	dCMP deaminase	phrog_174	PHROG	4.6e-23	78.1			83483	83827	2	112	110	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_106	SbcC-like subunit of palindrome specific endonuclease	phrog_77	PHROG	5.2e-147	487.5			83824	85737	1	634	633	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_107	DNA primase	phrog_47	PHROG	9.7e-53	176.2			85801	86835	2	334	332	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_108	dUTPase	phrog_135	PHROG	9.2e-33	109.5			86896	87411	19	167	148	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_109	hypothetical	phrog_21408	PHROG	1.1e-64	211.8			87404	87736	1	110	109	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_110	RusA-like Holliday junction resolvase	pVOG0086	PVOG	3.3e-56	186.5			87851	88372	4	168	164	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_111	transcriptional regulator	phrog_13880	PHROG	5.5e-102	336.8			88543	89169	2	207	205	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_112	hypothetical	phrog_13183	PHROG	5.1e-47	154.3			89372	89638	1	88	87	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_113	RNA polymerase sigma GP28 factor	VOG31550	VOG	6.4e-126	415.2			89704	90381	1	225	224	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_114	hypothetical	phrog_13400	PHROG	2.5e-84	277.7			90451	90918	1	155	154	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_115	hypothetical	phrog_15477	PHROG	5.2e-127	419.6			90972	91829	2	285	283	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_116	replication initiation by nicking	pVOG3237	PVOG	5e-126	416.0			92009	92833	2	273	271	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_117	hypothetical protein	pVOG0100	PVOG	0.0	1090.2			92826	95546	2	859	857	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_118	Hypothetical protein	VOG28469	VOG	2.2e-43	142.8			95559	95780	1	73	72	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_119	hypothetical	phrog_27417	PHROG	5.2e-35	115.9			95767	95913	1	48	47	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_120	Gp27.7	VOG37843	VOG	6.2e-37	121.7			95916	96062	1	48	47	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_121	hypothetical	phrog_23496	PHROG	5.3e-98	321.4			96082	96576	19	164	145	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_122	Partition protein	VOG64245	VOG	7.6e-137	452.5			96515	97534	3	339	336	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_123	hypothetical	phrog_15300	PHROG	3.5e-89	292.9			97634	98077	1	147	146	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_124	Gp29.12	VOG03744	VOG	1.1e-41	137.1			98325	98486	1	53	52	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_125	Head decoration	VOG31438	VOG	1.3e-118	389.6			98548	99063	1	171	170	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_126	thymidylate synthase	phrog_5131	PHROG	1.1e-142	471.9			99301	100452	1	378	377	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_127	hypothetical	phrog_26771	PHROG	4.8e-60	196.3			100455	100709	1	84	83	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_128	phosphoheptose isomerase	phrog_1238	PHROG	3.7e-37	124.1			100766	101170	1	131	130	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_129	hypothetical	phrog_27321	PHROG	4.7e-164	539.7			101163	101843	1	226	225	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_130	DNA binding protein	phrog_379	PHROG	1.1e-31	106.0			102021	102320	1	98	97	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_131	DNA polymerase	VOG15635	VOG	1.8e-92	307.6			102440	104269	17	596	579	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_132	HNH endonuclease	phrog_59	PHROG	3.9e-42	140.7			104538	105095	2	175	173	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_133	DNA polymerase	phrog_2573	PHROG	6.8e-109	360.4			105215	106132	1	289	288	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_134	hypothetical	phrog_26192	PHROG	9.9e-48	156.4			106146	106322	1	58	57	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_135	hypothetical	phrog_16884	PHROG	6.4e-39	128.2			106454	106624	1	56	55	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_136	single strand DNA binding protein	phrog_1192	PHROG	1.7e-73	244.4			106861	107850	1	316	315	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_137	hypothetical	phrog_23399	PHROG	6.6e-69	225.2			107909	108211	1	100	99	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_138	hypothetical protein	pVOG6239	PVOG	3.6e-87	288.1			108186	108770	1	193	192	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_139	hypothetical	phrog_24163	PHROG	3.3e-57	187.2			108838	109077	1	79	78	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_140	Hypothetical							109079	109264				
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_141	hypothetical	phrog_24637	PHROG	3.9e-51	167.5			109265	109483	1	71	70	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_142	5'-3' exonuclease Xni/ExoIX (flap endonuclease)	COG0258	COG	2.1e-63	211.3			109485	110432	3	235	232	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_143	hypothetical	phrog_24178	PHROG	2e-58	191.3			110434	110700	1	88	87	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_144	DNA ligase	VOG49277	VOG	9e-107	354.5			110819	112090	9	423	414	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_145	hypothetical	phrog_13510	PHROG	2.2e-50	165.8			112148	112453	1	101	100	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_146	RNA polymerase sigma factor	phrog_1025	PHROG	1.3e-52	175.2			112450	113043	4	191	187	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_147	primase	pVOG8592	PVOG	9.7e-64	209.4			113055	113432	1	119	118	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_148	hypothetical protein	pVOG5914	PVOG	1.9e-17	60.3			113529	113660	1	42	41	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_149	hypothetical protein	pVOG7760	PVOG	1.3e-40	134.0			114024	114275	5	81	76	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_150	hypothetical protein	pVOG0101	PVOG	1.7e-77	256.0			114278	114898	1	204	203	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_151	hypothetical	phrog_26485	PHROG	1.3e-113	372.7			114911	115396	1	161	160	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_152	hypothetical	phrog_23796	PHROG	2.6e-90	295.5			115397	115771	1	124	123	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_153	hypothetical	phrog_19661	PHROG	4.3e-65	213.2			115758	116069	2	103	101	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_154	hypothetical protein	pVOG6517	PVOG	1.2e-51	170.8			116053	116442	2	129	127	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_155	hypothetical	phrog_10367	PHROG	3e-41	136.1			116534	116776	1	80	79	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_156	Gp34.26	VOG45438	VOG	6.3e-39	128.2			116959	117108	1	49	48	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_157	Gp34.31	VOG10638	VOG	8e-50	163.7			117105	117299	1	64	63	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_158	hypothetical	phrog_35467	PHROG	5.5e-113	370.4			117265	117738	1	157	156	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_159	Intein	VOG21610	VOG	2.6e-195	642.8			117777	120713	292	566	274	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_160	hypothetical	phrog_26602	PHROG	3.1e-130	427.6			120715	121260	1	181	180	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_161	hypothetical	phrog_24589	PHROG	9.9e-43	140.3			121306	121461	1	51	50	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_162	hypothetical	phrog_15748	PHROG	6.3e-67	220.3			121598	122002	1	133	132	101
KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_163	Hypothetical protein	VOG57863	VOG	4.3e-58	191.6			122007	122360	1	117	116	101
