"","final_gene","phage","mmseqs_qseqid","sporulation_hit","Host","Description"
"104812","K09786","OL964058","OL964058_187","sporulation_gene","Bacillus","Bacillus phage vB_BtM_BMBsp2"
"104813","K09786","MH487649","MH487649_31","sporulation_gene","Bacillus","Bacillus phage BC01"
"104814","K09786","MH638312","MH638312_19","sporulation_gene","Bacillus","Bacillus phage Kioshi"
"104815","K09786","MN013089","MN013089_33","sporulation_gene","Bacillus","Bacillus phage vB_BspM_MarvelLand"
"104816","K09786","JN797797","JN797797_33","sporulation_gene","Bacillus","Bacillus phage BCP78"
"104817","K09786","JN797798","JN797798_26","sporulation_gene","Bacillus","Bacillus phage BCU4"
"104818","K09786","JX094431","JX094431_35","sporulation_gene","Bacillus","Bacillus phage vB_BceM_Bc431v3"
"104819","K09786","KJ451625","KJ451625_25","sporulation_gene","Bacillus","Bacillus phage Bcp1"
"104820","K09786","PP003747","PP003747_225","sporulation_gene","Bacillus","Bacillus phage Z3"
"104821","K09786","ON975036","ON975036_19","sporulation_gene","Bacillus","Bacillus phage Thurquoise"
"104822","K09786","OR725122","OR725122_198","sporulation_gene","Bacillus","Bacillus phage BC-VP"
"104823","K12132","MG584725","MG584725_17","sporulation_gene","Bacillus","Bacillus phage BVE2"
"104824","K12132","PP938272","PP938272_26","sporulation_gene","Bacillus","Bacillus phage PHBA67-T"
"104825","K13275","NC_031245","NC_031245_265","sporulation_gene","Bacillus","Bacillus phage SP-15"
"104826","K13275","KT624200","KT624200_265","sporulation_gene","Bacillus","Bacillus phage SP-15"
"104827","K13281","KT624200","KT624200_109","sporulation_gene","Bacillus","Bacillus phage SP-15"
"104828","K13281","JN638751","JN638751_504","sporulation_gene","Bacillus","Bacillus phage G"
"104829","K13281","NC_023719","NC_023719_504","sporulation_gene","Bacillus","Bacillus phage G"
"104830","K13281","NC_031245","NC_031245_109","sporulation_gene","Bacillus","Bacillus phage SP-15"
"104831","K19449","CP011970","CP011970_43","sporulation_gene","Peptoclostridium","Peptoclostridium phage phiCDIF1296T"
"104832","K19449","LN681537","LN681537_52","sporulation_gene","Clostridium","Clostridium phage phiCD211"
"104833","K19449","NC_030904","NC_030904_37","sporulation_gene","Bacillus","Bacillus phage vB_BhaS-171"
"104834","K19449","CP067347","CP067347_182","sporulation_gene","Clostridioides","Clostridioides phage ES-S-0107-01"
"104835","K19449","KU160496","KU160496_37","sporulation_gene","Bacillus","Bacillus phage vB_BhaS-171"
"104836","K19449","MF547662","MF547662_50","sporulation_gene","Clostridioides","Clostridioides phage LIBA6276"
"104837","K19449","MF547663","MF547663_50","sporulation_gene","Clostridioides","Clostridioides phage LIBA2945"
"104838","K22299","CP067347","CP067347_133","sporulation_gene","Clostridioides","Clostridioides phage ES-S-0107-01"
"104839","K22299","CP069348","CP069348_26","sporulation_gene","Clostridioides","Clostridioides phage pCD1602_4"
"104840","K22299","DQ840344","DQ840344_44","sporulation_gene","Bacillus","Bacillus phage 1"
"104841","K22299","MG969427","MG969427_50","sporulation_gene","Anoxybacillus","Anoxybacillus phage A403"
"104842","K08309","MT601272","MT601272_25","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe11"
"104843","K08309","MT601273","MT601273_24","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe12"
"104844","K08309","MT601273","MT601273_24","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe12"
"104845","K08309","MT601273","MT601273_24","sporulation_gene","Bacillus","Bacillus phage vB_BsuS-Goe12"
"104846","K00012","KT624200","KT624200_148","sporulation_gene","Bacillus","Bacillus phage SP-15"
"104847","K00012","NC_031245","NC_031245_148","sporulation_gene","Bacillus","Bacillus phage SP-15"
"104848","K00059","KT624200","KT624200_131","sporulation_gene","Bacillus","Bacillus phage SP-15"
"104849","K00059","NC_031245","NC_031245_131","sporulation_gene","Bacillus","Bacillus phage SP-15"
"104850","K23786","KT624200","KT624200_106","sporulation_gene","Bacillus","Bacillus phage SP-15"
"104851","K23786","KY368639","KY368639_142","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe2"
"104852","K23786","LT960610","LT960610_163","sporulation_gene","Bacillus","Bacillus phage SBSphiC"
"104853","K23786","MF418016","MF418016_129","sporulation_gene","Bacillus","Bacillus phage vB_BceM-HSE3"
"104854","K23786","MH884511","MH884511_128","sporulation_gene","Exiguobacterium","Exiguobacterium phage vB_EalM-132"
"104855","K23786","FJ230960","FJ230960_143","sporulation_gene","Bacillus","Bacillus phage SPO1"
"104856","K23786","JN638751","JN638751_671","sporulation_gene","Bacillus","Bacillus phage G"
"104857","K23786","KC595512","KC595512_157","sporulation_gene","Bacillus","Bacillus phage JL"
"104858","K23786","KC595513","KC595513_164","sporulation_gene","Bacillus","Bacillus phage Shanette"
"104859","K23786","KF554508","KF554508_95","sporulation_gene","Bacillus","Bacillus phage CP-51"
"104860","K23786","NC_011421","NC_011421_143","sporulation_gene","Bacillus","Bacillus phage SPO1"
"104861","K23786","NC_019487","NC_019487_198","sporulation_gene","Bacillus","Bacillus phage SP-10"
"104862","K23786","NC_022761","NC_022761_144","sporulation_gene","Bacillus","Bacillus phage CampHawk"
"104863","K23786","NC_023719","NC_023719_671","sporulation_gene","Bacillus","Bacillus phage G"
"104864","K23786","NC_025423","NC_025423_95","sporulation_gene","Bacillus","Bacillus phage CP-51"
"104865","K23786","NC_028982","NC_028982_157","sporulation_gene","Bacillus","Bacillus phage JL"
"104866","K23786","NC_028983","NC_028983_164","sporulation_gene","Bacillus","Bacillus phage Shanette"
"104867","K23786","NC_030945","NC_030945_15","sporulation_gene","Bacillus","Bacillus phage BalMu-1"
"104868","K23786","MT416612","MT416612_170","sporulation_gene","Bacillus","Bacillus phage YungSlug"
"104869","K23786","MT601270","MT601270_150","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe9"
"104870","K23786","MT601271","MT601271_151","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe10"
"104871","K23786","MW001214","MW001214_154","sporulation_gene","Bacillus","Bacillus phage SP8"
"104872","K23786","MZ751040","MZ751040_146","sporulation_gene","Bacillus","Bacillus phage phi18"
"104873","K23786","OQ921336","OQ921336_92","sporulation_gene","Bacillus","Bacillus phage SPO1L1"
"104874","K23786","OQ921337","OQ921337_90","sporulation_gene","Bacillus","Bacillus phage SPO1L2"
"104875","K23786","OP380492","OP380492_172","sporulation_gene","Bacillus","Bacillus phage Nachito"
"104876","K23786","OQ921340","OQ921340_93","sporulation_gene","Bacillus","Bacillus phage SPO1L5"
"104877","K23786","OP628075","OP628075_66","sporulation_gene","Lysinibacillus","Lysinibacillus phage vB_LfM_LysYB1"
"104878","K23786","OP628076","OP628076_13","sporulation_gene","Lysinibacillus","Lysinibacillus phage vB_LfM_LysYB2"
"104879","K23786","OQ921338","OQ921338_91","sporulation_gene","Bacillus","Bacillus phage SPO1L3"
"104880","K23786","OQ921339","OQ921339_89","sporulation_gene","Bacillus","Bacillus phage SPO1L4"
"104881","K23786","OQ921339","OQ921339_90","sporulation_gene","Bacillus","Bacillus phage SPO1L4"
"104882","K23786","PP819608","PP819608_146","sporulation_gene","Bacillus","Bacillus phage Adastra"
"104883","K23786","OM236513","OM236513_160","sporulation_gene","Bacillus","Bacillus phage SP82G"
"104884","K23786","OM728296","OM728296_157","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe26"
"104885","K00754","KT624200","KT624200_151","sporulation_gene","Bacillus","Bacillus phage SP-15"
"104886","K00754","MN882550","MN882550_43","sporulation_gene","Butyrivibrio","Butyrivibrio phage Arawn"
"104887","K00754","MN882554","MN882554_41","sporulation_gene","Butyrivibrio","Butyrivibrio phage Idris"
"104888","K00754","NC_031245","NC_031245_151","sporulation_gene","Bacillus","Bacillus phage SP-15"
"104889","K00754","NC_048848","NC_048848_43","sporulation_gene","Butyrivibrio","Butyrivibrio phage Arawn"
"104890","K00754","PQ069210","PQ069210_41","sporulation_gene","Butyrivibrio","Butyrivibrio phage Closwp03"
"104891","K00756","NC_029073","NC_029073_57","sporulation_gene","Geobacillus","Geobacillus virus E3"
"104892","K00756","KP144388","KP144388_57","sporulation_gene","Geobacillus","Geobacillus virus E3"
"104893","K00973","JN638751","JN638751_302","sporulation_gene","Bacillus","Bacillus phage G"
"104894","K00973","KT624200","KT624200_150","sporulation_gene","Bacillus","Bacillus phage SP-15"
"104895","K00973","NC_023719","NC_023719_302","sporulation_gene","Bacillus","Bacillus phage G"
"104896","K00973","NC_031245","NC_031245_150","sporulation_gene","Bacillus","Bacillus phage SP-15"
"104897","K23989","NC_048726","NC_048726_85","sporulation_gene","Bacillus","Bacillus phage BSP38"
"104898","K23989","OK349510","OK349510_238","sporulation_gene","Bacillus","Bacillus phage BM-P1"
"104899","K23989","OK499976","OK499976_89","sporulation_gene","Bacillus","Bacillus phage vB_BanH_JarJar"
"104900","K23989","OM728304","OM728304_82","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe27"
"104901","K23989","OM743306","OM743306_79","sporulation_gene","Bacillus","Bacillus phage vB_BcgM"
"104902","K01126","OM236515","OM236515_54","sporulation_gene","Bacillus","Bacillus phage SPR"
"104903","K01126","ON528935","ON528935_47","sporulation_gene","Bacillus","Bacillus phage vB_BteM-A9Y"
"104904","K01126","OQ921343","OQ921343_77","sporulation_gene","Bacillus","Bacillus phage SPbetaL3"
"104905","K01126","OQ921342","OQ921342_81","sporulation_gene","Bacillus","Bacillus phage SPbetaL2"
"104906","K01247","PP197246","PP197246_35","sporulation_gene","Terrisporobacter","Terrisporobacter phage TPDSL_ph1"
"104907","K01258","KC481682","KC481682_21","sporulation_gene","Bacillus","Bacillus phage vB_BanS-Tsamsa"
"104908","K01258","KT151955","KT151955_152","sporulation_gene","Brevibacillus","Brevibacillus phage Jenst"
"104909","K01258","MH884508","MH884508_37","sporulation_gene","Bacillus","Bacillus phage vB_BcoS-136"
"104910","K01258","MK288021","MK288021_160","sporulation_gene","Bacillus","Bacillus phage pW2"
"104911","K01447","NC_041867","NC_041867_20","sporulation_gene","Paenibacillus","Paenibacillus phage Willow"
"104912","K01447","NC_041909","NC_041909_20","sporulation_gene","Paenibacillus","Paenibacillus phage Shelly"
"104913","K01447","NC_042133","NC_042133_39","sporulation_gene","Bacillus","Bacillus phage SIOphi"
"104914","K01447","NC_047913","NC_047913_17","sporulation_gene","Faecalibacterium","Faecalibacterium phage FP_Mushu"
"104915","K01447","NC_048631","NC_048631_24","sporulation_gene","Bacillus","Bacillus phage phi105"
"104916","K01447","NC_048633","NC_048633_57","sporulation_gene","Bacillus","Bacillus phage vB_BceS-MY192"
"104917","K01447","NC_048641","NC_048641_26","sporulation_gene","Bacillus","Bacillus phage PfEFR-4"
"104918","K01447","NC_048652","NC_048652_39","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe3"
"104919","K01447","NC_048688","NC_048688_20","sporulation_gene","Paenibacillus","Paenibacillus phage BN12"
"104920","K01447","NC_048689","NC_048689_20","sporulation_gene","Paenibacillus","Paenibacillus phage PBL1c"
"104921","K01447","NC_048690","NC_048690_20","sporulation_gene","Paenibacillus","Paenibacillus phage Pagassa"
"104922","K01447","NC_048691","NC_048691_20","sporulation_gene","Paenibacillus","Paenibacillus phage Tadhana"
"104923","K01447","NC_048692","NC_048692_20","sporulation_gene","Paenibacillus","Paenibacillus phage Leyra"
"104924","K01447","NC_048693","NC_048693_20","sporulation_gene","Paenibacillus","Paenibacillus phage Likha"
"104925","K01447","NC_048714","NC_048714_20","sporulation_gene","Paenibacillus","Paenibacillus phage Yyerffej"
"104926","K01447","NC_048715","NC_048715_20","sporulation_gene","Paenibacillus","Paenibacillus phage Kawika"
"104927","K01447","NC_048716","NC_048716_20","sporulation_gene","Paenibacillus","Paenibacillus phage Lucielle"
"104928","K01447","NC_048717","NC_048717_20","sporulation_gene","Paenibacillus","Paenibacillus phage Eltigre"
"104929","K01447","NC_048718","NC_048718_20","sporulation_gene","Paenibacillus","Paenibacillus phage Jacopo"
"104930","K01447","NC_048726","NC_048726_48","sporulation_gene","Bacillus","Bacillus phage BSP38"
"104931","K01447","NC_054984","NC_054984_20","sporulation_gene","Paenibacillus","Paenibacillus phage Dragolir"
"104932","K01447","NC_054985","NC_054985_20","sporulation_gene","Paenibacillus","Paenibacillus phage Wanderer"
"104933","K01447","NC_070972","NC_070972_13","sporulation_gene","Clostridium","Clostridium phage LPCPA6"
"104934","K01447","NC_073040","NC_073040_17","sporulation_gene","Bacillus","Bacillus phage AP631"
"104935","K01447","NC_073041","NC_073041_16","sporulation_gene","Bacillus","Bacillus phage Gamma"
"104936","K01447","NC_073091","NC_073091_25","sporulation_gene","Bacillus","Bacillus phage 0105phi7-2"
"104937","K01447","OK500001","OK500001_283","sporulation_gene","Bacillus","Bacillus phage vB_BanH_Abinadi"
"104938","K01447","OL547738","OL547738_18","sporulation_gene","Clostridium","Clostridium phage CPQ8"
"104939","K23989","KF208639","KF208639_95","sporulation_gene","Bacillus","Bacillus phage Troll"
"104940","K23989","KF669647","KF669647_92","sporulation_gene","Bacillus","Bacillus phage BigBertha"
"104941","K23989","KF669652","KF669652_83","sporulation_gene","Bacillus","Bacillus phage Grass"
"104942","K23989","KF669662","KF669662_90","sporulation_gene","Bacillus","Bacillus phage Spock"
"104943","K23989","KJ081346","KJ081346_7","sporulation_gene","Bacillus","Bacillus phage BCP8-2"
"104944","K23989","KJ451625","KJ451625_83","sporulation_gene","Bacillus","Bacillus phage Bcp1"
"104945","K23989","KJ489397","KJ489397_92","sporulation_gene","Bacillus","Bacillus phage CAM003"
"104946","K23989","KJ489398","KJ489398_91","sporulation_gene","Bacillus","Bacillus phage Evoli"
"104947","K23989","KJ489399","KJ489399_93","sporulation_gene","Bacillus","Bacillus phage Hakuna"
"104948","K23989","KJ489400","KJ489400_93","sporulation_gene","Bacillus","Bacillus phage Hoody T"
"104949","K23989","KJ489401","KJ489401_97","sporulation_gene","Bacillus","Bacillus phage Megatron"
"104950","K23989","KJ489402","KJ489402_91","sporulation_gene","Bacillus","Bacillus phage Riley"
"104951","K23989","KJ676859","KJ676859_193","sporulation_gene","Bacillus","Bacillus phage JBP901"
"104952","K23989","KT187252","KT187252_203","sporulation_gene","Bacillus","Bacillus phage PBC6"
"104953","K23989","MT416612","MT416612_116","sporulation_gene","Bacillus","Bacillus phage YungSlug"
"104954","K23989","KT207918","KT207918_100","sporulation_gene","Bacillus","Bacillus phage Eyuki"
"104955","K23989","KT224359","KT224359_72","sporulation_gene","Bacillus","Bacillus phage TsarBomba"
"104956","K23989","KT307976","KT307976_89","sporulation_gene","Bacillus","Bacillus phage AvesoBmore"
"104957","K23989","KT995480","KT995480_75","sporulation_gene","Bacillus","Bacillus phage BM15"
"104958","K23989","MW281503","MW281503_85","sporulation_gene","Bacillus","Bacillus phage Anthos"
"104959","K23989","KU577463","KU577463_172","sporulation_gene","Bacillus","Bacillus phage Deep Blue"
"104960","K23989","KU640380","KU640380_137","sporulation_gene","Bacillus","Bacillus phage Shbh1"
"104961","K23989","KU737344","KU737344_98","sporulation_gene","Bacillus","Bacillus phage Nigalana"
"104962","K23989","KU737345","KU737345_93","sporulation_gene","Bacillus","Bacillus phage Juglone"
"104963","K23989","KU737346","KU737346_94","sporulation_gene","Bacillus","Bacillus phage Vinny"
"104964","K23989","KU737347","KU737347_91","sporulation_gene","Bacillus","Bacillus phage Phrodo"
"104965","K23989","KU737348","KU737348_99","sporulation_gene","Bacillus","Bacillus phage Zuko"
"104966","K23989","KU737349","KU737349_97","sporulation_gene","Bacillus","Bacillus phage DIGNKC"
"104967","K23989","KU737350","KU737350_97","sporulation_gene","Bacillus","Bacillus phage SageFayge"
"104968","K23989","KU737351","KU737351_97","sporulation_gene","Bacillus","Bacillus phage NotTheCreek"
"104969","K23989","KU737352","KU737352_100","sporulation_gene","Bacillus","Bacillus phage Nemo"
"104970","K23989","KU847400","KU847400_38","sporulation_gene","Bacillus","Bacillus phage Crookii"
"104971","K01447","OR509663","OR509663_17","sporulation_gene","Bacillus","Bacillus phage vB_BanS-A16R1"
"104972","K01447","OR947472","OR947472_19","sporulation_gene","Clostridium","Clostridium phage vB_CpeP_15N3"
"104973","K23989","KX156152","KX156152_99","sporulation_gene","Bacillus","Bacillus phage Smudge"
"104974","K23989","KX349902","KX349902_97","sporulation_gene","Bacillus","Bacillus phage Kida"
"104975","K23989","KX349903","KX349903_100","sporulation_gene","Bacillus","Bacillus phage DirtyBetty"
"104976","K23989","KX495186","KX495186_195","sporulation_gene","Bacillus","Bacillus phage PK16"
"104977","K23989","KX961629","KX961629_96","sporulation_gene","Bacillus","Bacillus phage BJ4"
"104978","K23989","KX961630","KX961630_75","sporulation_gene","Bacillus","Bacillus phage QCM8"
"104979","K23989","KX961632","KX961632_95","sporulation_gene","Bacillus","Bacillus phage SBP8a"
"104980","K23989","KX987999","KX987999_161","sporulation_gene","Bacillus","Bacillus phage BCP12"
"104981","K23989","KY368640","KY368640_74","sporulation_gene","Bacillus","Bacillus phage vB_BsuM-Goe3"
"104982","K23989","KY888882","KY888882_89","sporulation_gene","Bacillus","Bacillus phage Flapjack"
"104983","K23989","LC785692","LC785692_71","sporulation_gene","Bacillus","Bacillus phage CM1"
"104984","K23989","LT960608","LT960608_114","sporulation_gene","Bacillus","Bacillus phage SBSphiJ"
